,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,tumor,project
TCGA-BR-4280-01,0.39343564375517304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0376371012890421,0.0,0.0,0.022704204612548188,0.0,0.0,0.0,0.0,0.0,0.0,2.8251655142371144e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013039676129460474,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.01917435517119056,0.0,0.0,0.0,0.0,0.0,0.029626963064519632,0.0,0.0,0.0,0.022301738601255113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.884705033029021e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010978906197871667,0.0,0.0,0.0,0.010483781435090963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5058775012988644e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00205172208354947,0.0010050918281352093,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4292-01,0.5246117867363769,0.0,0.0,0.0,0.0,0.011448891143494806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012364817976878799,0.0,0.0,0.0,0.0,0.0,0.10302827867102389,1.0,0.0,0.0,0.0,0.0,0.00012964557825189508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001174029951746633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015953750301936302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.393263332202396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4294-01,0.08369115781401029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020810213275896778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4357-01,0.5621969190417344,0.0,0.0,0.0,0.0,0.014178613924271968,0.0,0.002175207255568182,0.0,0.0,0.0,0.0,0.0,0.00030737190699138225,0.0,0.0,0.0,0.0,0.009773294877974445,0.0,0.0,0.9999999999999999,0.0,0.0,0.005838502336105771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016689845331431145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.656318247080442e-05,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4363-01,0.6632972343399248,0.0,0.0,0.0,0.0,0.03692033782567426,0.0,0.008978873562963369,0.0,0.0,0.0,0.0,0.0,0.000880601383820191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010605728336326094,0.0,0.0,0.0,0.0,0.0,0.0,0.0001861470362899455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003386441630162902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021962726034552958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4367-01,0.9467601275396814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05657726427046916,0.0,0.0,0.0,0.0,0.0,0.0,0.008060875410835314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4368-01,0.847841219037088,0.0,0.0,0.0,0.01210368585207655,0.0,0.0,0.0,0.0,0.045622749649798525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008063244598191254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033018184857204036,1.0,0.0,0.0019232799753375997,0.0,0.0,0.0,0.0,0.012772360187235654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001656712630520276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000835633721664356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015333044371916628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06046341989207293,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4369-01,0.31942861769480346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004484797258682077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010222165457398835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010025254933754622,0.0,0.0,0.0,0.0,0.02460895910596266,0.0,0.003201819494462239,0.09093500959964436,0.0,0.056456516033243975,0.0,0.02861944081093721,0.0,0.0,0.0,0.06185767316076943,0.0016663972880377898,0.0023793559621388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.852573368336942e-06,0.0,5.2396792605382136e-05,0.0,0.0,0.0,0.0,0.0,0.0001884046452116227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012683562464053176,0.0,0.0,0.0,0.0009767393368673215,4.756587461405707e-05,1,STAD
TCGA-BR-4370-01,0.4727720383079579,0.19910976109334932,0.0,0.0,0.0,0.2731922760878831,0.0,0.01383911209547374,0.0,0.0,0.0,0.03433762091570316,0.1268816334103824,0.0,0.0,0.0,0.0,0.0,0.0512838008777961,0.0,0.0,0.0,0.04001805467102442,0.013991855002657792,0.0,0.0,0.0,0.0,0.0,0.2801076869533904,0.0,0.0,0.595852122447746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005981156587350873,0.005704093768960683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055108759790313926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049417507694689784,0.0,1,STAD
TCGA-BR-6452-01,0.7908051887939714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10597186053760677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35623931533470155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029647818555734628,0.0,0.0,0.12915690975002014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
