,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,tumor,project
TCGA-D7-6815-01,0.2877709524882511,0.15869421476557952,0.0,0.0,0.3442371584957722,0.0004326663973106265,0.7216988324324625,0.014311567064430635,5.1843612769328e-05,0.0,1.8893366650430381e-06,6.461446800524229e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21738692710287344,0.006724525288932753,0.24678038115414308,0.21810186244301294,0.10443255496609122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010140316528747546,0.0,0.0018860802072985074,0.0,0.0,0.0,0.0,0.2630428039661831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018395172239552482,1,STAD
TCGA-CG-4476-01,7.116876700864173e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7779230706296e-07,0.0,0.0,0.0,0.0,1.3742816141327997e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9734164165802994e-07,0.0,0.0,4.316508114713489e-06,0.0,0.0,0.0,0.0,1.8292315217989765e-05,0.0,0.0,1.6572733745773653e-05,5.866860016226545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759532484009756,1,STAD
TCGA-BR-6458-01,0.0,0.0,0.0,0.0,0.641723057060478,0.02909112693904912,0.0,0.7036138757406503,0.0,0.2593355388103949,2.5154367607497788e-06,0.0,0.0,0.0,2.2875384436308434e-05,0.0,0.0,0.0315980815751903,0.0,0.07352653712425357,0.0782196580954782,0.0,0.09566776830739765,0.0,0.0,0.0005305516153993614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32608052181305613,0.0,3.2464338912381624e-07,0.0,0.0,0.8274763298425424,0.33484266648611233,0.09936257480587855,0.0,0.008484665604369602,0.00022778577367045183,0.0,0.0,0.0,1,STAD
TCGA-BR-8486-01,0.1321182574442263,0.11095765253219803,0.0,0.0,0.5950620665876081,0.0,0.00643385064365528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.991568277883074e-09,8.553786691612089e-10,0.0,0.19169558191747185,0.11723503095977228,0.00011030232745423188,0.14665034175697889,0.11765318835082089,0.07750657433007417,0.01674293742925394,0.0,0.000512319908147847,0.0,0.0,8.297356139471471e-05,0.0,1.4459717209867266e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011332065587502248,0.0,0.0,0.0,0.0,1,STAD
TCGA-CD-5803-01,3.5620881795201656e-06,0.04636770237865548,0.0,0.7566363149427395,0.18206733629027574,0.0,0.002017886067903969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8266568921010673e-09,5.429031075229106e-09,1.0561465570586286e-09,4.297980362938738e-07,0.05891885257754849,0.0,0.0,0.0,3.2082915191778567e-06,0.0,0.0,0.0,0.0,0.0,1.4058983551134798e-08,0.0,0.0,4.319931719094777e-07,0.0,0.0,0.0,0.0,1.5932022000344285e-06,0.0,0.20888816632291154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-D7-6528-01,3.322638993018054e-05,0.2263116821277818,0.0,0.1872191075328924,0.3876043110268439,0.053084596818584656,0.0,0.0,0.0,0.06197405111824365,0.0,0.0,0.0,0.0,0.0,0.0,1.8873127470866345e-09,2.836129190223713e-09,0.0,6.566028683498169e-08,0.0,0.0,0.6227067457899803,0.00024458429080364543,0.0,0.0,0.0,0.0,0.0,0.0,0.0003271562091212551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.477875323946018e-09,9.256796950241879e-06,2.3328887849614135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4201-01,0.0,0.0,0.0,0.0,0.05049175141736156,0.0,0.0055746457440905076,0.0,0.0,0.0,0.0,9.133828407990826e-08,1.0,6.929604913742294e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.3969846879992666,1.6662277476708147e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.003122200516801019,0.0,0.0,2.1279469741698614e-06,0.0,0.0,0.0,0.0,0.0,0.00014733369926520242,0.24300603539428617,0.0,0.0,0.0,0.0,0.07641031368851084,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-CG-4465-01,0.7707360840696083,0.08980504395792233,0.0,0.0024900793658098517,0.0038433787942201876,0.0,0.0,0.0,0.05299424917779276,0.0,0.0,0.0,0.0,0.0,0.03581595109888515,0.0,0.0,0.0,0.10516428434008161,0.0,0.11179203169347553,0.052431823427874974,0.4822356719995245,0.10255594893767248,0.0355139922822029,0.010759414439938152,0.0,0.0,0.0,0.0,0.00024397644908369669,0.0,0.0,0.2995451330479091,0.0,0.0,0.0,0.0,0.0,0.0,0.13858740603494057,0.7150675525334143,0.0,0.0,0.41536459733019404,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-8373-01,0.18106467066132942,0.057395045179134886,0.0,0.0,0.0008137766292577953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878403995769871,0.0,0.0,0.0,0.0,0.08254787912766719,0.0374081920035268,0.03700327860658639,0.1249715835140833,0.03400851906187623,0.05047800955955389,0.0,1.0,0.0,0.0,0.0,0.00016642953980724356,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.5579560735859909,0.0,0.0,0.0,0.0,0.0,1,STAD
TCGA-BR-4256-01,0.0005066996573549963,0.06379663996760705,0.0,0.0,0.03732171926003975,0.2462274128063349,0.0,0.0,0.0,0.3276184378194932,0.0,0.0680475276123935,0.0030904897602371324,0.0,0.0,0.0,0.0,0.03400927232424748,0.0,0.0,0.20174257556853614,0.0,0.11563231288095342,0.17147325023561955,0.009490365033041823,0.484565100379873,0.0,0.0,0.0,0.0,0.0006670240648092627,0.9495361971779266,0.5734961052628814,0.0,0.0,0.15301332410193252,0.21699159689322298,0.4472902636847602,0.0,0.0,0.00015835878176767383,0.3173076356888821,0.0,0.8982535175211579,0.0,0.0,0.0,0.0,0.0,0.0,1,STAD
