,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,tumor,project
TCGA-BR-6454-01,0.6442139,0.91045797,-0.3644755,-1.1939343,-0.7652055,-0.32825115,2.7629209,-0.031189986,-0.70730656,0.571505,0.2878794,-1.8960764,2.2507026,-2.8546138,1.4405663,0.5294881,-0.34741846,0.3629554,-0.61766875,-0.020806327,-0.9996535,0.73812276,0.655767,0.096535034,1.9020028,-2.6066942,-0.30640885,1.1609012,0.28599656,1.4773214,1,STAD
TCGA-BR-6454-11,0.4013442,0.6990055,-0.39600295,-0.27840063,-0.2757156,0.04983567,1.8724846,0.29229698,-0.90758425,0.6893365,0.1911968,-1.1230534,1.3212557,-2.5813842,0.15366983,1.0754719,-0.67117625,0.02495654,-0.30707297,0.85524577,-1.0320063,1.1054721,0.79205626,0.8173226,1.2510779,-1.9131382,-0.52011865,0.8020179,-0.122854404,1.0704209,0,STAD
TCGA-BR-6455-01,0.8135805,0.9252356,0.06513716,-1.6813575,-0.9205262,-0.24174777,3.254978,-0.013470061,-0.7698743,0.84019446,0.6624549,-1.8892547,2.273155,-3.5168164,1.3426542,0.7650043,-1.0089462,0.56585634,-0.9206474,-0.41575098,-1.5906354,0.8943608,0.98988855,-0.31645685,2.8839655,-3.023661,-0.33357665,1.5883045,-0.51330686,1.6636097,1,STAD
TCGA-BR-6456-01,0.47383314,0.8450068,-0.20529339,-0.72650546,-0.53778213,-0.1068677,2.0846071,0.06905877,-0.4604238,0.69568056,0.26083708,-1.2872823,1.3841705,-2.6386251,0.38519686,0.96231294,-0.63142455,0.33590466,-0.529768,0.3798319,-1.1133288,1.1893102,0.9353579,0.51315534,1.6199433,-1.9886855,-0.37512976,1.0625616,-0.4795544,1.099755,1,STAD
TCGA-BR-6457-01,0.36425808,0.5916039,-0.15270968,-0.29227796,-0.22990139,0.140554,1.6395983,0.28491315,-0.776204,0.7402323,0.31704187,-0.8045081,0.9241317,-2.4543536,-0.18685943,1.1522274,-0.9228126,0.08903995,-0.35517523,0.73115474,-1.1655453,1.1479172,0.8666705,0.6793922,1.387087,-1.6702464,-0.46943986,0.8260621,-0.6164635,0.90966475,1,STAD
TCGA-BR-6458-01,0.6758433,0.91910267,0.045050815,-1.3762242,-0.8138859,-0.20316955,2.7520115,-0.035427175,-0.478989,0.7986121,0.5259224,-1.6050873,1.8109205,-3.141354,0.88835996,0.86032116,-0.89053696,0.56432486,-0.82040143,-0.19973214,-1.4401506,1.0855272,1.0414319,-0.03662873,2.4566932,-2.5415838,-0.31072953,1.4405274,-0.7166507,1.3912857,1,STAD
TCGA-BR-6564-01,0.35937825,0.58475673,-0.16693555,-0.27359286,-0.2202197,0.14149834,1.6252981,0.2894136,-0.78960794,0.731605,0.30840084,-0.80197024,0.9266338,-2.4344866,-0.18119282,1.1432402,-0.90730125,0.075796455,-0.34263027,0.74627024,-1.1480416,1.1335769,0.8496009,0.6888808,1.357027,-1.6609696,-0.47056305,0.8083502,-0.58224833,0.9060994,1,STAD
TCGA-BR-6565-01,0.65855485,0.87914795,-0.31550875,-1.187678,-0.7359862,-0.27422157,2.7994175,0.020235024,-0.80818963,0.6238269,0.3472804,-1.8462788,2.2234461,-2.9634655,1.3541815,0.6044773,-0.49077597,0.33711115,-0.62856966,0.0055265576,-1.0994102,0.7556904,0.6937094,0.083029844,2.0115342,-2.6581364,-0.34172344,1.1868204,0.18961208,1.4989665,1,STAD
TCGA-BR-6566-01,0.90201765,0.8665296,-0.55879426,-1.7067779,-0.9323188,-0.47324792,3.7680266,0.022667818,-1.4878819,0.4963847,0.44282484,-2.6176932,3.4542441,-3.383334,2.7403607,0.08249198,-0.26711527,0.21970424,-0.68485206,-0.38833195,-1.0204539,0.047617003,0.25210476,-0.45894808,2.4289036,-3.6099102,-0.33441454,1.2571648,1.3568712,2.074951,1,STAD
TCGA-BR-6705-01,0.37183276,0.59633887,0.13820215,-0.60016257,-0.3726667,0.08060047,1.5600356,0.10501558,-0.34444362,0.74057084,0.4347795,-0.6763259,0.6691253,-2.293439,-0.22863093,1.0655758,-1.0088172,0.34567326,-0.52414364,0.28955323,-1.2517833,1.1791472,0.96218073,0.34803483,1.6625559,-1.4884762,-0.3053273,0.98091614,-1.1507435,0.7849918,1,STAD
