patient,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,tumor,project
TCGA-CG-4465-01,0.56309545,0.32885146,0.7580176,0.9239861,0.87775767,0.84169567,0.23635423,0.49276283,0.2883209,0.81702656,0.42235768,0.19321364,0.22803375,0.24572194,0.4881653,0.277573,0.68592924,0.5210501,0.708538,0.32966658,0.37594086,0.39529866,0.57767534,0.1601568,0.7479484,0.5174046,0.43024996,0.77056575,0.15729201,0.6721907,1,STAD
TCGA-BR-8373-01,0.59610945,0.17966667,0.34142354,0.74694145,0.5967164,0.7946645,0.61367977,0.70952594,0.2914239,0.43719918,0.6910795,0.24404767,0.26536134,0.20289138,0.519506,0.43160307,0.7976453,0.5803974,0.56849957,0.3497011,0.8245546,0.23426704,0.62307066,0.32189035,0.66305405,0.36968374,0.7722499,0.54660356,0.54201704,0.30146378,1,STAD
TCGA-IG-A3YA-01,0.06937984,0.27699918,0.25466,0.18574601,0.5966167,0.58889955,0.8233051,0.9765901,0.93782663,0.46860123,0.30375987,0.88693845,0.8290246,0.021369979,0.58067644,0.28040618,0.26621887,0.36754513,0.0007441193,0.82325816,0.6832825,0.42331582,0.60739625,0.26862678,0.1097637,0.79214174,0.24609327,0.78278315,0.6319876,0.5181123,1,ESCA
TCGA-CM-4744-01,0.9366175,0.6893553,0.08309859,0.5184611,0.70675737,0.49875194,0.26928937,0.09039998,0.34684685,0.22495574,0.75385296,0.39051753,0.96224964,0.29518855,0.29596397,0.9653034,0.06791586,0.066064924,0.9072147,0.050806522,0.29242265,0.71440977,0.58497643,0.91987437,0.87661713,0.6770133,0.4788143,0.17470577,0.46310896,0.72923577,1,COAD
TCGA-BR-4256-01,0.6789677,0.22143653,0.41511837,0.73977154,0.72912973,0.9161412,0.4778792,0.59192616,0.17108008,0.54332435,0.63989526,0.13242757,0.14598161,0.18595639,0.5554346,0.42279804,0.8340496,0.6015517,0.75884753,0.25649205,0.76559675,0.16585341,0.78481704,0.35231102,0.86933887,0.48624027,0.77929544,0.5472382,0.34680223,0.26819378,1,STAD
TCGA-CA-5256-01,0.9705193,0.5018169,0.06188686,0.45551914,0.66463286,0.518099,0.42167997,0.19289124,0.40086198,0.2582454,0.82285166,0.39418972,0.98008174,0.29501405,0.36639896,0.9525236,0.17168173,0.1927622,0.7909935,0.038425922,0.38372767,0.6459906,0.54250675,0.7655989,0.9238179,0.64482707,0.5928447,0.1261482,0.4395674,0.62621814,1,COAD
TCGA-CR-6491-01,0.54969954,0.23939124,0.3129466,0.5589318,0.14259148,0.46466106,0.1319527,0.673995,0.3025984,0.4955207,0.5346716,0.5791823,0.3700896,0.28313088,0.9190721,0.5924263,0.732668,0.47703323,0.34038678,0.38895938,0.11212516,0.67150044,0.40238696,0.29726726,0.33709255,0.25619957,0.50090075,0.5114865,0.67961866,0.7446252,1,HNSC
TCGA-CR-7382-01,0.5012668,0.10632134,0.20370185,0.6970819,0.15466803,0.42935178,0.6692199,0.9281652,0.4189831,0.27840054,0.8140668,0.45820636,0.44402605,0.27624956,0.5918507,0.47067243,0.85806394,0.4960868,0.20264432,0.39938414,0.6749326,0.4839024,0.35857484,0.28292015,0.31893364,0.090227194,0.8725631,0.33156878,0.9198233,0.5378999,1,HNSC
TCGA-BR-6565-01,0.6301575,0.26001287,0.57015693,0.8413547,0.7830627,0.8731767,0.38117808,0.5609872,0.22033682,0.66371375,0.55017304,0.15838036,0.18122444,0.22752164,0.5134572,0.3543032,0.775038,0.5690379,0.7201216,0.2915655,0.5912066,0.279991,0.6839006,0.26029247,0.79310536,0.47186172,0.62195635,0.65359026,0.28016955,0.4591691,1,STAD
TCGA-CV-7091-01,0.46898183,0.18994416,0.26880613,0.58817816,0.2291393,0.50612897,0.35178596,0.75901526,0.4294991,0.41125137,0.5913748,0.5861795,0.44619048,0.23756565,0.78559244,0.5388011,0.6737779,0.4749275,0.25980663,0.49668646,0.36209112,0.5550865,0.3221334,0.28708184,0.29629278,0.2667141,0.57350945,0.53794825,0.76602364,0.6345612,1,HNSC
TCGA-D7-6520-01,0.6199387,0.19591022,0.4461193,0.82765424,0.6553284,0.8124078,0.53248537,0.6695535,0.24999198,0.5342865,0.64442223,0.20070153,0.22194713,0.24403405,0.49319702,0.39053205,0.8043002,0.5835351,0.6063859,0.32636285,0.72164136,0.2758011,0.6374866,0.28361732,0.68019646,0.35838023,0.70508343,0.60633487,0.4604013,0.3899219,1,STAD
TCGA-CN-6013-01,0.48710197,0.16553631,0.25029522,0.6230278,0.19602416,0.47615,0.44163895,0.8096939,0.41483033,0.37297264,0.6629074,0.54162323,0.43881613,0.25482023,0.73069143,0.52007806,0.74219394,0.4823772,0.2471982,0.45388559,0.44774145,0.5407853,0.34164047,0.2865402,0.30762285,0.2051915,0.6698791,0.46477082,0.8113102,0.61095774,1,HNSC
TCGA-L5-A4OR-11,0.5687144,0.4734576,0.2455273,0.7254187,0.33269832,0.20795801,0.9642411,0.8345647,0.4153422,0.28023735,0.93279535,0.48361325,0.5085738,0.41072804,0.18683922,0.3679147,0.70687747,0.42168564,0.37649602,0.43125904,0.8127479,0.27522948,0.6613437,0.39088047,0.09800179,0.06125003,0.67724454,0.21924728,0.92051977,0.493896,0,ESCA
TCGA-CV-7416-01,0.5312949,0.19023287,0.2725607,0.60978633,0.14772359,0.4520634,0.3305937,0.7678129,0.3462768,0.41528332,0.6374999,0.53491634,0.39780053,0.28023723,0.79809356,0.54737973,0.77812916,0.48399687,0.28926197,0.39365947,0.32036996,0.6018166,0.385679,0.29192752,0.33010596,0.19547656,0.637664,0.44578454,0.76833117,0.66798544,1,HNSC
TCGA-CV-7247-01,0.55237997,0.13672307,0.23092489,0.6796233,0.09951238,0.4025633,0.53358084,0.876115,0.33897933,0.3302972,0.78031945,0.45267415,0.3960852,0.305283,0.67420006,0.5038416,0.89676934,0.49759898,0.25288382,0.33069074,0.5202781,0.55658364,0.4094323,0.28929743,0.34482506,0.082053214,0.8294717,0.31308958,0.8667661,0.6063583,1,HNSC
TCGA-CN-4727-01,0.42752627,0.22053005,0.29094228,0.5379047,0.29516643,0.56001395,0.24522561,0.69269145,0.4728871,0.4581458,0.48765185,0.6575429,0.4699673,0.20308739,0.8508359,0.55975723,0.5565122,0.46284634,0.2668189,0.5813655,0.2669679,0.5590461,0.27856538,0.28630954,0.2719158,0.36538777,0.43316865,0.6575428,0.7084218,0.6542005,1,HNSC
TCGA-AA-3495-01,0.99024355,0.4501141,0.043715224,0.44431564,0.6766786,0.5134073,0.44480768,0.20639813,0.40836588,0.28278595,0.82747364,0.39006963,0.9890431,0.3018876,0.3865906,0.9541653,0.18092445,0.20700383,0.7860713,0.042577624,0.39634424,0.64409316,0.5332687,0.7228501,0.94129235,0.6599517,0.6011878,0.10823488,0.40381426,0.6190623,1,COAD
TCGA-LN-A49W-01,0.1188719,0.2709738,0.24493209,0.25611764,0.55970633,0.56285834,0.8379489,0.96919715,0.88795656,0.43322456,0.38035962,0.8368537,0.79231524,0.053943515,0.5503282,0.3004733,0.3244452,0.3837971,0.028104357,0.78406996,0.7160189,0.41321325,0.57722044,0.27741307,0.118573055,0.7010905,0.31182572,0.73350704,0.6755845,0.50236523,1,ESCA
TCGA-HU-A4H0-01,0.4673842,0.42236358,0.9628885,0.9820859,0.9949616,0.8077868,0.06378257,0.40251762,0.3906715,0.98470575,0.26539493,0.25182176,0.30210757,0.23908687,0.47791237,0.19673693,0.5624629,0.45516893,0.70150447,0.38222682,0.13395649,0.51556945,0.44834828,0.051772624,0.71125793,0.61172163,0.20872825,0.8934134,0.004702449,0.90374464,1,STAD
TCGA-CG-5730-11,0.8114573,0.14435095,0.44585913,0.902805,0.701192,0.9459908,0.50563776,0.6349932,0.0,0.5787379,0.7067938,0.0,0.0,0.3150242,0.47713873,0.40190226,0.9710549,0.6727085,0.78294134,0.17753544,0.7736715,0.18065985,0.8914526,0.35115555,0.86113834,0.29722375,0.8331877,0.57748777,0.3790931,0.2744355,0,STAD
TCGA-CR-7391-01,0.5213108,0.11292253,0.21011867,0.69644153,0.13098784,0.41574928,0.63688844,0.9182079,0.38968033,0.29018104,0.81345934,0.44959557,0.42668098,0.28868783,0.61142695,0.47907016,0.88151336,0.4977253,0.21774575,0.36965618,0.6355281,0.5063453,0.37874204,0.28499722,0.3294123,0.07815634,0.8725482,0.3142467,0.90870965,0.55750644,1,HNSC
TCGA-CN-4736-01,0.52527785,0.11422901,0.21138865,0.69631475,0.12630117,0.41305715,0.6304895,0.9162372,0.38388085,0.29251257,0.8133391,0.44789135,0.4232481,0.29114956,0.61530143,0.4807322,0.8861544,0.4980496,0.22073455,0.36377254,0.6277293,0.51078707,0.38273346,0.2854083,0.3314862,0.07576732,0.8725453,0.3108184,0.90651006,0.5613869,1,HNSC
TCGA-AY-A54L-01,0.9950923,0.60167795,0.063486084,0.4404542,0.710327,0.52133363,0.32539988,0.092588484,0.3548598,0.24519867,0.7957937,0.37579566,0.99300635,0.30040562,0.3369963,0.98244274,0.106990874,0.124175936,0.88515294,0.0,0.31921017,0.67794716,0.584816,0.87616044,0.95822275,0.6908679,0.5279831,0.11965549,0.4143132,0.66559756,1,COAD
TCGA-D6-6517-01,0.49491262,0.19280428,0.27256155,0.59397435,0.19631526,0.48522523,0.33222556,0.757293,0.39380082,0.41734272,0.6040672,0.5681639,0.42530435,0.25478077,0.7973432,0.5447447,0.7129432,0.47816324,0.27443287,0.45524967,0.33379024,0.57765275,0.34846207,0.28931653,0.3101962,0.2416347,0.5915125,0.50478375,0.7619926,0.6521982,1,HNSC
TCGA-BR-6705-01,0.6838457,0.15648794,0.21207666,0.64019495,0.59688973,0.8916034,0.6565258,0.6919544,0.18674543,0.35779354,0.7632939,0.167788,0.17596486,0.15397267,0.5775741,0.4988106,0.87619126,0.6240912,0.69039345,0.27246204,0.9807822,0.08653131,0.7983887,0.4305544,0.830373,0.4321919,0.9394988,0.43665302,0.52826357,0.08875035,1,STAD
TCGA-CV-5976-01,0.6070927,0.17503518,0.26468274,0.65420604,0.042696178,0.37724674,0.36577183,0.809064,0.25109613,0.39514187,0.7305046,0.4537366,0.34319055,0.33521956,0.7761377,0.54434466,0.92923236,0.49808404,0.31164914,0.2601846,0.33169836,0.6409532,0.46362907,0.29658335,0.37218708,0.082916215,0.76503915,0.30423358,0.7994626,0.68748736,1,HNSC
TCGA-CR-7369-01,0.4206204,0.18970361,0.265879,0.5714272,0.29232,0.5480798,0.36829793,0.75221986,0.49409473,0.40809557,0.5556161,0.625945,0.4837506,0.20445135,0.7758508,0.5321288,0.5928161,0.467892,0.23693195,0.5766375,0.39453697,0.5188002,0.27281606,0.2833198,0.27005124,0.32197428,0.5237712,0.6094456,0.7642628,0.6085981,1,HNSC
TCGA-CV-7432-01,0.5387066,0.2692681,0.33623782,0.52021337,0.16848968,0.49162048,0.018365085,0.61364233,0.30563283,0.54301685,0.45551503,0.62445587,0.37044275,0.26968145,0.9883951,0.6168398,0.66773736,0.46955276,0.36106375,0.4228264,0.0,0.6973367,0.38991985,0.2987961,0.32929757,0.31863135,0.3946203,0.58441573,0.6246936,0.77944773,1,HNSC
TCGA-LN-A49Y-01,0.1591636,0.38102752,0.27679095,0.23729542,0.5781334,0.488834,0.8468279,0.9330425,0.83871627,0.4797489,0.3784618,0.8416563,0.7847367,0.10759508,0.48645362,0.26544037,0.3062471,0.34794796,0.094936304,0.75367624,0.6529285,0.384361,0.71281326,0.29958433,0.08077052,0.71086276,0.26164716,0.66372734,0.6434531,0.54972136,1,ESCA
TCGA-D7-6522-01,0.783877,0.15552534,0.33712894,0.766842,0.682336,0.9612546,0.55105054,0.6330635,0.043942273,0.4899342,0.7317476,0.041271508,0.041439056,0.23131016,0.53873146,0.45358646,0.94704175,0.6614296,0.79925,0.18955687,0.8773024,0.10214484,0.90900946,0.40924236,0.91539675,0.39244875,0.9068303,0.49800944,0.4028769,0.15264335,1,STAD
TCGA-CG-5722-01,0.66921806,0.21732533,0.5193845,0.8617688,0.73362046,0.8721643,0.44395128,0.60536784,0.17651534,0.6185824,0.6067935,0.13156259,0.1489951,0.25738224,0.495513,0.37005162,0.82724535,0.5962861,0.70314705,0.2747492,0.6567228,0.26332182,0.7158264,0.2816478,0.7745383,0.3970117,0.6838402,0.63092583,0.34652948,0.41039312,1,STAD
TCGA-CG-5717-01,0.49846736,0.22110964,0.38328385,0.7255989,0.6040039,0.73501885,0.58751714,0.7030591,0.41413736,0.4538657,0.63252616,0.3375422,0.37066495,0.17060137,0.5256511,0.4109442,0.70372564,0.53025806,0.49791735,0.4204185,0.75388646,0.29577515,0.4948949,0.27320313,0.5854527,0.4179415,0.6751242,0.5825259,0.5410144,0.3942077,1,STAD
TCGA-CV-7406-01,0.3785122,0.07899541,0.17488967,0.68572295,0.3047409,0.5202831,0.8158643,0.96340543,0.5933414,0.22735745,0.78669745,0.52680117,0.54666907,0.19748232,0.50327337,0.43059254,0.69408864,0.483478,0.12148606,0.5883146,0.8639487,0.361376,0.23451579,0.27124324,0.25395882,0.18598081,0.8310831,0.46246147,0.96401983,0.4356501,1,HNSC
TCGA-IG-A5S3-01,0.15247716,0.22751763,0.22470564,0.329963,0.51804465,0.56326467,0.84893405,0.9744967,0.85705346,0.38341063,0.45437464,0.7872392,0.7597511,0.06676997,0.5431337,0.33168924,0.3864443,0.41163847,0.03142433,0.75694406,0.76897687,0.413417,0.5018886,0.27823633,0.13995497,0.61053765,0.39196506,0.71020603,0.7283431,0.47106713,1,ESCA
TCGA-FP-7998-01,0.68837726,0.25992,0.57214,0.83729887,0.8217312,0.9335925,0.34967673,0.52539515,0.1425938,0.68606657,0.55553544,0.09328261,0.1095984,0.22758469,0.52697563,0.36202514,0.8173332,0.5922713,0.8064292,0.2382305,0.60349226,0.23171332,0.7808936,0.29063097,0.88946414,0.4990092,0.6624687,0.6361547,0.21954983,0.4085407,1,STAD
TCGA-CG-4474-01,0.6761881,0.23263326,0.53572106,0.85011667,0.76490515,0.89504325,0.41115785,0.57655394,0.16441244,0.64083636,0.5892739,0.11803156,0.1349842,0.2450316,0.50815827,0.36843508,0.82379305,0.59493697,0.7412051,0.26136798,0.6403012,0.24978766,0.7405381,0.28649336,0.8176724,0.4355203,0.6784226,0.63081986,0.30130428,0.40641683,1,STAD
TCGA-BR-6456-01,0.7092917,0.17294903,0.36043665,0.76774555,0.6641847,0.8994448,0.55531573,0.6509861,0.13979465,0.48934126,0.70175296,0.11725071,0.12632406,0.22205976,0.5300226,0.4371563,0.8830958,0.62682414,0.7176245,0.25050506,0.8334995,0.1613739,0.79608744,0.36715654,0.82271093,0.3922107,0.8368998,0.5283028,0.43619496,0.22930363,1,STAD
TCGA-CN-4740-01,0.48325962,0.10039097,0.1979371,0.69765717,0.17594182,0.44157195,0.69826585,0.93711066,0.4453081,0.2678172,0.81461257,0.46594214,0.45960853,0.26507527,0.57426375,0.46312806,0.8369975,0.49461484,0.18907753,0.42609113,0.71033275,0.46374023,0.34045702,0.28105417,0.30951983,0.10107139,0.8725765,0.3471306,0.92980754,0.5202858,1,HNSC
TCGA-BR-6564-01,0.7618262,0.17024705,0.21080467,0.6045301,0.66975534,0.9917445,0.5960233,0.62188256,0.08149898,0.39114994,0.760323,0.07765818,0.07687712,0.13127904,0.61497104,0.51571375,0.92546684,0.65188974,0.83686453,0.19341892,1.0,0.0,0.94854194,0.48338318,0.99999994,0.51328915,1.0,0.40127438,0.41616946,0.0,1,STAD
TCGA-LN-A4A6-01,0.15717243,0.50797015,0.32102346,0.15057844,0.63304543,0.43166238,0.8428854,0.900126,0.8311993,0.56419,0.30455917,0.89390314,0.8107986,0.13618904,0.44450635,0.20801678,0.23160407,0.29320145,0.14294425,0.7569167,0.5527044,0.36203298,0.8905439,0.31578305,0.030848458,0.80699223,0.1447205,0.6330164,0.56716853,0.6166768,1,ESCA
TCGA-BB-4225-01,0.18315001,0.1495027,0.22027543,0.5346854,0.5875182,0.7313582,0.6023467,0.7955159,0.82646567,0.32974702,0.47262365,0.77397025,0.6788528,0.04956986,0.63475806,0.46556255,0.2559219,0.44101226,0.090876326,0.94876456,0.709641,0.29618937,0.03229046,0.2617391,0.14358246,0.52830696,0.40335196,0.8866345,0.8266969,0.42802137,1,HNSC
TCGA-F1-6177-01,0.43129137,0.4329941,0.9815795,0.98646045,0.9908539,0.7787339,0.05947858,0.40770674,0.43626404,0.99117553,0.24653596,0.2871422,0.34191513,0.23602583,0.47272,0.1859799,0.5302018,0.4377135,0.66440284,0.41106465,0.10496366,0.54720587,0.3932794,0.028525144,0.6676568,0.6131469,0.16913235,0.91216445,0.014408231,0.94742906,1,STAD
TCGA-BR-4255-01,0.7399879,0.15727668,0.27321607,0.6989653,0.64541906,0.9348939,0.59931785,0.6566889,0.10715437,0.42557693,0.7475691,0.09755945,0.10099253,0.18977724,0.5619727,0.47820613,0.91541016,0.6449273,0.75713193,0.22461164,0.93185365,0.08625367,0.86632866,0.42495364,0.8875581,0.42015207,0.9290379,0.46346754,0.45657665,0.11191882,1,STAD
TCGA-CV-6959-11,0.47278947,0.096942805,0.19458523,0.6979917,0.18831134,0.4486773,0.71515435,0.9423119,0.46061453,0.26166356,0.8149299,0.47044003,0.46866885,0.25857806,0.564038,0.45874146,0.8247485,0.49375895,0.18118921,0.44161975,0.7309159,0.45201704,0.32992256,0.27996922,0.30404624,0.10737668,0.8725843,0.35617888,0.9356128,0.5100442,0,HNSC
TCGA-CD-5799-01,0.6105293,0.28400952,0.7228341,0.96444213,0.8330755,0.84240866,0.29107612,0.535596,0.23236552,0.7859539,0.47631004,0.15569013,0.18457943,0.28829375,0.4618118,0.28638566,0.7450851,0.5518163,0.6946584,0.3073563,0.4277355,0.38683662,0.61378884,0.17519052,0.7275193,0.42941576,0.4846613,0.7582178,0.21691215,0.63748026,1,STAD
TCGA-BR-4367-01,0.6305754,0.30674982,0.69271964,0.8870071,0.8768966,0.90136254,0.2607109,0.4864069,0.20563024,0.78041345,0.46979585,0.13143498,0.15708485,0.23572738,0.5103332,0.31146118,0.74800134,0.5549253,0.7825602,0.2748542,0.4614545,0.31482968,0.691386,0.22022495,0.842913,0.5289486,0.52928495,0.71431386,0.14997518,0.55568373,1,STAD
TCGA-B7-5818-01,0.46640417,0.39305457,0.9288111,1.0,0.94277024,0.7777157,0.121240854,0.4500687,0.39757687,0.9443632,0.30115741,0.26429132,0.31402448,0.2607051,0.4582136,0.20301986,0.57810485,0.4627553,0.6480087,0.39628884,0.171305,0.5286219,0.4231156,0.05088152,0.65126526,0.54603976,0.23041236,0.8874972,0.07898265,0.8966128,1,STAD
TCGA-BR-4279-01,0.7228242,0.16262801,0.21645993,0.6291981,0.6329937,0.93932897,0.62517977,0.6581571,0.13382924,0.37800676,0.76071006,0.12230486,0.12614202,0.14684665,0.59282744,0.50460887,0.9011243,0.6380528,0.7604757,0.23368496,0.98531175,0.04829502,0.8701942,0.45343155,0.9099086,0.4670322,0.96537113,0.42319793,0.47296256,0.051430404,1,STAD
TCGA-AA-3685-01,0.9590279,0.37206164,0.033176154,0.4679575,0.6522045,0.5077451,0.5118332,0.2921713,0.4404961,0.29910952,0.83578557,0.40023482,0.9617635,0.29807228,0.41270953,0.9161008,0.23357531,0.2501398,0.7190399,0.0959695,0.455907,0.6198939,0.49472997,0.6329543,0.89438844,0.63121355,0.6328335,0.12813401,0.41742194,0.5944771,1,COAD
TCGA-CV-6951-01,0.5064756,0.15921283,0.24632952,0.6372261,0.16823944,0.45560732,0.46019202,0.8250295,0.39145172,0.3638958,0.6924669,0.5179213,0.42552495,0.2693561,0.71925026,0.5171893,0.78460675,0.48645705,0.2508117,0.41849107,0.4603746,0.54801106,0.36166665,0.28753597,0.31852776,0.1723577,0.7101748,0.4239725,0.8237103,0.61262393,1,HNSC
TCGA-CG-5721-01,0.5335148,0.3106808,0.6892819,0.88656294,0.8183186,0.8056135,0.30784404,0.5396588,0.33486345,0.744802,0.4577754,0.2390489,0.27554873,0.23001239,0.49257258,0.29992375,0.67546594,0.51526725,0.64677906,0.36176667,0.440764,0.3901181,0.5347666,0.17240176,0.6926989,0.4952113,0.4626558,0.74080944,0.24245495,0.63554776,1,STAD
TCGA-CK-4951-01,0.9651015,0.3989825,0.027268887,0.5016177,0.6392957,0.5290863,0.51549006,0.31266773,0.44967207,0.29691532,0.86449844,0.39275146,0.93145573,0.29096177,0.41635785,0.92317927,0.24778715,0.25953394,0.7038071,0.1043556,0.44788134,0.60112065,0.49437737,0.6223988,0.8980714,0.6287055,0.67614454,0.14210391,0.41609377,0.59777033,1,COAD
TCGA-CQ-7068-01,0.51261955,0.2400954,0.31141353,0.54505193,0.19137631,0.4973432,0.14112926,0.6670388,0.3517797,0.4945324,0.50514567,0.61074734,0.39864492,0.25756544,0.91372675,0.58808035,0.6692111,0.4714643,0.3236164,0.4507259,0.13345456,0.6446907,0.36453673,0.29445356,0.3169181,0.30004966,0.45994544,0.5679881,0.6766498,0.7259276,1,HNSC
TCGA-BR-7722-01,0.7135606,0.21135415,0.51596284,0.8643589,0.7530164,0.91180766,0.43058926,0.58772665,0.118282795,0.6290481,0.61744094,0.08403632,0.09641385,0.26298365,0.50092494,0.37630436,0.8627157,0.6155437,0.75781,0.23690838,0.6716713,0.23055524,0.78408116,0.30352727,0.8349412,0.40323192,0.71758574,0.61783016,0.31474262,0.3725937,1,STAD
TCGA-CV-6938-01,0.54166377,0.22840436,0.30369857,0.56891644,0.14887029,0.46525925,0.17761165,0.6943738,0.3175919,0.4773631,0.5547072,0.57253766,0.3793239,0.27979457,0.89128995,0.5818342,0.7362318,0.47801515,0.327122,0.39650446,0.1612215,0.65300536,0.39465207,0.29577026,0.33340153,0.24714237,0.5273714,0.5026378,0.6992675,0.7254171,1,HNSC
TCGA-DQ-5630-01,0.5630269,0.12666105,0.22347349,0.6951088,0.081704155,0.38743952,0.5695995,0.89748454,0.32869482,0.31469882,0.812195,0.43167457,0.39058203,0.31457463,0.6521696,0.4965477,0.9303168,0.50113535,0.24917513,0.3077857,0.55351865,0.5530538,0.4207145,0.28932002,0.3512207,0.05303423,0.8725173,0.27819568,0.8855797,0.59831196,1,HNSC
TCGA-L5-A43E-01,0.66239434,0.6444813,0.2902384,0.73783773,0.33975992,0.07483974,0.9871311,0.77274823,0.30723456,0.33280814,0.97581446,0.46113735,0.47448778,0.515442,0.06723955,0.32437974,0.7129885,0.3745628,0.49899322,0.35947806,0.73230165,0.22337295,0.8583827,0.43134397,0.04330668,0.022042602,0.63711643,0.07890257,0.8957288,0.55958277,1,ESCA
TCGA-L5-A43H-01,0.15177822,0.3984442,0.28395802,0.21585834,0.59060645,0.48513004,0.84420556,0.9298157,0.8449165,0.49585074,0.35779864,0.85567874,0.79341966,0.10663291,0.48535457,0.25506502,0.28813276,0.3384709,0.09725568,0.75974095,0.6351492,0.38290474,0.7403282,0.30043107,0.07299398,0.73650426,0.23693973,0.6668184,0.6272311,0.5607174,1,ESCA
TCGA-CN-6989-01,0.4612721,0.09314974,0.19089809,0.69835967,0.20191807,0.45649335,0.73373216,0.9480334,0.47745204,0.25489447,0.81527895,0.47538784,0.4786354,0.25143096,0.55278933,0.4539161,0.8112744,0.49281746,0.17251188,0.45870155,0.7535579,0.43912128,0.31833437,0.27877572,0.29802516,0.11431264,0.8725928,0.3661322,0.9419987,0.49877822,1,HNSC
TCGA-D7-6518-01,0.7156509,0.16004604,0.22553623,0.644671,0.62572336,0.9259582,0.62877464,0.6667949,0.14295939,0.3812574,0.7590219,0.12982482,0.1347323,0.15646237,0.58324766,0.49832216,0.8971319,0.6356144,0.74141276,0.24226359,0.97448224,0.06520924,0.85058326,0.44227207,0.88492936,0.4494043,0.95200676,0.43400115,0.48457563,0.072164446,1,STAD
TCGA-CR-5248-01,0.24141882,0.18308875,0.2504517,0.51603276,0.52422786,0.7001955,0.45192057,0.73828477,0.73567885,0.38718253,0.43669522,0.766366,0.6244934,0.08287996,0.72607434,0.5024467,0.30171207,0.44294673,0.14722255,0.86989236,0.5376147,0.37782517,0.090312794,0.26892382,0.1731641,0.5172028,0.35762888,0.8635387,0.7681644,0.50460535,1,HNSC
TCGA-CN-5374-01,0.30698633,0.13780236,0.21791302,0.5919438,0.4209878,0.61676747,0.60834914,0.8371151,0.66585267,0.31798884,0.59341604,0.657235,0.58604246,0.13680069,0.6302664,0.47197795,0.48238128,0.46144775,0.13880241,0.7375809,0.6757312,0.37508038,0.15909174,0.2703914,0.2115307,0.36628437,0.56979424,0.68023354,0.85364175,0.47774637,1,HNSC
TCGA-LN-A9FQ-01,0.07152745,0.42817923,0.3066401,0.08853316,0.6588749,0.5181815,0.8199323,0.93656945,0.9242796,0.56629515,0.2224335,0.944806,0.8568175,0.05852753,0.52776164,0.21360502,0.18232667,0.30359477,0.06062974,0.8235464,0.56648207,0.3957035,0.8170725,0.2887925,0.05089903,0.8987133,0.112347186,0.74156725,0.5447949,0.59670186,1,ESCA
TCGA-CX-7086-01,0.46695167,0.214855,0.2886294,0.5584083,0.24139707,0.5223969,0.25478125,0.7097666,0.42251214,0.45126134,0.5307356,0.61801755,0.44095278,0.23124465,0.8447453,0.56011033,0.6316406,0.46973547,0.28039116,0.51310915,0.26395744,0.5819418,0.31901658,0.2889088,0.2936675,0.31055605,0.49234593,0.58813906,0.72055244,0.66737807,1,HNSC
TCGA-CN-5366-01,0.54945207,0.17264548,0.25951082,0.6366939,0.117188886,0.4260226,0.39369643,0.8050965,0.32890427,0.3879931,0.69287515,0.4985862,0.38853246,0.29616767,0.75950074,0.53457034,0.83600533,0.49011183,0.28256738,0.3543733,0.3787657,0.59530985,0.40493745,0.291932,0.34103912,0.1452754,0.7124304,0.3854671,0.80119485,0.6536814,1,HNSC
TCGA-A6-6650-01,0.9816358,0.57991946,0.069701105,0.44326937,0.690323,0.52161545,0.35329247,0.12114608,0.36804807,0.24131556,0.80390316,0.38385257,0.98935974,0.29663223,0.34126848,0.9720196,0.127101,0.1454489,0.853613,0.008056343,0.3388031,0.666956,0.57362187,0.85231614,0.9437542,0.6694048,0.54746944,0.12458357,0.43490338,0.65080696,1,COAD
TCGA-BA-4074-01,0.4499358,0.1560063,0.24056607,0.6210543,0.24097715,0.50294966,0.4909644,0.82283235,0.46810952,0.35549432,0.6576027,0.56087035,0.47023678,0.23122062,0.7008698,0.50685453,0.6945007,0.47880656,0.2215397,0.5104289,0.50998634,0.5022572,0.30413207,0.28290474,0.28802735,0.23208901,0.6613074,0.5020216,0.82698053,0.5782901,1,HNSC
TCGA-IG-A3Y9-01,0.0,0.3883703,0.3039112,0.018952072,0.6917603,0.57811075,0.80005264,0.95997244,1.0,0.58563274,0.13884842,0.99795496,0.9004567,0.0,0.58815217,0.2062833,0.12586206,0.30082053,0.0022828355,0.8795453,0.5570445,0.4190097,0.79309034,0.269756,0.057148278,0.9948955,0.061110258,0.82530177,0.5103271,0.59406346,1,ESCA
TCGA-A6-6780-01,0.9228194,0.4960511,0.073849715,0.49477282,0.6279131,0.5183217,0.45350102,0.25318056,0.42217952,0.24508359,0.8273205,0.40856034,0.9463929,0.28390062,0.36488405,0.9211422,0.20466256,0.21357664,0.73766047,0.08026236,0.41667026,0.6288484,0.5197649,0.7338037,0.8642436,0.6025433,0.6159422,0.16346714,0.49143326,0.61741614,1,COAD
TCGA-CR-6472-01,0.24254161,0.16883795,0.23910919,0.53304964,0.51726604,0.6909227,0.5074267,0.7664527,0.73972744,0.36429173,0.47135618,0.7481843,0.6275197,0.08646954,0.69222724,0.49025106,0.32575265,0.4459113,0.13542861,0.8605614,0.5937793,0.36243322,0.09205644,0.26787567,0.17464498,0.49216646,0.40401995,0.8348834,0.7941754,0.48581123,1,HNSC
