patient,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,tumor,project
TCGA-IG-A3YA-01,-1.2102286,0.39949527,0.53836066,-1.108381,1.1198258,0.2911522,-0.4135134,-0.0072931387,1.0796596,0.92721146,-1.4649411,1.6548529,0.8083793,-0.63355464,0.63258815,-0.7622691,-1.5527799,-0.69006467,-0.3252227,0.7025581,-0.99817836,0.09042427,0.76501465,0.06894383,-0.26176155,2.156098,-1.1511918,0.5580299,-1.1746438,0.6718684,1,ESCA
TCGA-CM-4744-01,2.0545282,1.349537,-0.158501,-0.39509022,1.5276778,0.005630566,-2.3666103,-3.536512,-1.018729,0.1445959,-0.17749181,-0.80311626,1.2344012,0.2982851,-0.6453948,2.0587373,-2.3184402,-1.9337732,2.4297824,-1.5268868,-2.1752148,1.0047032,0.7155412,1.8407179,1.9437603,1.7696862,-0.6107091,-0.9395559,-1.6930416,1.4288322,1,COAD
TCGA-BR-4256-01,1.0845938,0.2714826,1.190123,0.07936594,1.6105229,1.3276142,-1.631259,-1.5392027,-1.6428231,1.1672302,-0.5034571,-2.0810177,-1.3758296,-0.073446006,0.5192853,-0.17577487,0.6396497,0.27529222,1.9788551,-0.93323857,-0.75029695,-0.71822345,1.156527,0.2966138,1.9228275,1.1293846,0.087143116,-0.022075303,-2.050062,-0.22419117,1,STAD
TCGA-CA-5256-01,2.1821532,0.9174608,-0.2446605,-0.5300282,1.3716904,0.06690796,-1.8293806,-3.1283443,-0.82693774,0.25152594,0.019872501,-0.78493387,1.291424,0.2976912,-0.32923478,2.0060987,-1.9177938,-1.4111037,2.0765553,-1.5626196,-1.9002587,0.78980964,0.62182385,1.4209985,2.0795128,1.661658,-0.3458793,-1.0591445,-1.7653058,1.059472,1,COAD
TCGA-CR-6491-01,0.59795755,0.31284904,0.7751137,-0.30832708,-0.56143343,-0.10234439,-2.8507695,-1.2123666,-1.1758418,1.0136797,-0.80443966,0.13103497,-0.65918565,0.2572513,2.1515374,0.52290297,0.24820891,-0.23838899,0.7070416,-0.5509122,-2.7181633,0.869932,0.3126232,0.14686266,0.39205146,0.357287,-0.5594144,-0.11012535,-1.0284332,1.4840096,1,HNSC
TCGA-CR-7382-01,0.41563022,0.0062646493,0.33137476,-0.012154171,-0.5167138,-0.21417832,-0.9567168,-0.20014341,-0.76259524,0.31626636,-0.0052556437,-0.46796298,-0.42275438,0.23383325,0.68274564,0.021413848,0.7323706,-0.15978643,0.28840572,-0.5208243,-1.0233233,0.2807169,0.2159435,0.10783014,0.33982524,-0.19977486,0.30375257,-0.55323035,-0.29109,0.74281514,1,HNSC
TCGA-BR-6565-01,0.90084517,0.3603599,1.819871,0.29714504,1.8102372,1.191534,-1.9721638,-1.6624161,-1.4679275,1.5539341,-0.76009923,-1.9525157,-1.2631314,0.06800592,0.3308625,-0.45789644,0.41180232,0.14116168,1.8611567,-0.83200973,-1.275456,-0.35973576,0.93383604,0.046269603,1.7035748,1.0811253,-0.278269,0.23985085,-2.2546008,0.46053314,1,STAD
TCGA-CV-7091-01,0.294092,0.19892621,0.5958204,-0.24562736,-0.24094605,0.028995551,-2.0757813,-0.8737766,-0.7252561,0.7429976,-0.6422454,0.16568053,-0.41583315,0.10218697,1.55239,0.30202723,0.020830661,-0.24707577,0.46213713,-0.23999101,-1.965415,0.50429446,0.13552858,0.11915238,0.27470857,0.39257738,-0.3907844,-0.044954702,-0.7632005,1.0893853,1,HNSC
TCGA-D7-6520-01,0.8623761,0.21267158,1.316045,0.26777318,1.3372359,0.99906266,-1.4387535,-1.2300546,-1.3626311,1.1381997,-0.49050814,-1.7429675,-1.1329099,0.12419978,0.239921,-0.30867442,0.5247853,0.2009674,1.5154836,-0.73157793,-0.8826643,-0.37289563,0.83141464,0.109726824,1.3788413,0.7002413,-0.08521048,0.123469256,-1.7013531,0.2122537,1,STAD
TCGA-CN-6013-01,0.36230618,0.14269209,0.52063143,-0.17091496,-0.3635717,-0.06595581,-1.7590184,-0.67195106,-0.7773405,0.62004215,-0.43763307,-0.054934442,-0.43941453,0.16090652,1.3059571,0.2249094,0.2849894,-0.21634328,0.4238168,-0.36352265,-1.7074873,0.45937687,0.17857464,0.11767882,0.30729467,0.18608585,-0.16697088,-0.22517757,-0.62418675,1.0047573,1,HNSC
TCGA-L5-A4OR-11,0.66953975,0.8521228,0.50126463,0.048595637,0.14253387,-0.9153917,0.08333496,-0.5729039,-0.7755229,0.32216638,0.33435622,-0.34216383,-0.2163461,0.69148076,-1.1352208,-0.40183246,0.14863014,-0.4667166,0.8167873,-0.4288273,-0.6083059,-0.37469092,0.8840599,0.40154523,-0.29558957,-0.29703245,-0.1498649,-0.8298581,-0.288952,0.5850432,0,ESCA
TCGA-CV-7416-01,0.52867246,0.19959137,0.611071,-0.19930267,-0.54242915,-0.14224446,-2.1504912,-0.8387404,-1.0207531,0.75594866,-0.51030874,-0.08814269,-0.5705726,0.24740377,1.6085036,0.33736175,0.42373738,-0.2096616,0.55165976,-0.5373469,-2.0910542,0.6510663,0.27575397,0.1323354,0.37195757,0.15347916,-0.24178872,-0.27193743,-0.7561172,1.2092248,1,HNSC
TCGA-CV-7247-01,0.60804814,0.07630828,0.44195145,-0.049582798,-0.72095567,-0.29902458,-1.4348915,-0.40743124,-1.0466641,0.48296407,-0.10178694,-0.495355,-0.57605785,0.33263776,1.0523854,0.15803334,0.8818146,-0.15354821,0.44109693,-0.7190868,-1.4890501,0.5089968,0.32817006,0.12518007,0.41429067,-0.22720963,0.20367494,-0.59874135,-0.45395687,0.9882662,1,HNSC
TCGA-CN-4727-01,0.13803054,0.2693941,0.68573487,-0.35340607,0.0035529807,0.19966376,-2.4514434,-1.1379087,-0.5711985,0.8936276,-0.9389353,0.5190279,-0.33980048,-0.015146978,1.8452471,0.3883431,-0.43193945,-0.29691476,0.4834493,0.0044090822,-2.2518694,0.51673096,0.03938754,0.117051214,0.20459871,0.7237611,-0.7167188,0.2495854,-0.9400177,1.1598,1,HNSC
TCGA-AA-3495-01,2.2564063,0.79834086,-0.31847146,-0.5540468,1.4162959,0.052047983,-1.7478476,-3.0745535,-0.80029374,0.3303528,0.03309326,-0.8053339,1.3200803,0.32108277,-0.2386009,2.0128608,-1.882107,-1.3523521,2.0615954,-1.5506369,-1.8622651,0.78385,0.60143834,1.3046967,2.1297705,1.7124214,-0.3265027,-1.1032618,-1.8750552,1.0338153,1,COAD
TCGA-LN-A49W-01,-1.0239134,0.3856132,0.498847,-0.9575149,0.9831466,0.20867284,-0.36188868,-0.03673509,0.9025863,0.8135779,-1.2458347,1.406864,0.6909915,-0.5227027,0.49636453,-0.67961514,-1.3279645,-0.62301975,-0.24206766,0.5894533,-0.8995957,0.05869372,0.69842625,0.092847645,-0.23642524,1.8504978,-0.9985316,0.43667167,-1.0408167,0.6154088,1,ESCA
TCGA-HU-A4H0-01,0.28807756,0.73440546,3.4150987,0.5988513,2.5949008,0.98442674,-3.0910928,-2.2935152,-0.86312103,2.584995,-1.5746806,-1.4898517,-0.87657595,0.10736385,0.17131314,-1.1068923,-0.40896332,-0.3285866,1.8045743,-0.5703436,-2.6524203,0.3801779,0.41404548,-0.52102625,1.4681761,1.5505445,-1.2379701,0.8304925,-3.1001875,2.0545175,1,STAD
TCGA-CG-5730-11,1.5833569,0.09388238,1.3149883,0.42888495,1.5070691,1.4221559,-1.5334005,-1.3676898,-2.250276,1.2809825,-0.3121002,-2.736717,-1.8426441,0.36578837,0.16784051,-0.26184186,1.1686357,0.56883824,2.0520825,-1.1611226,-0.72598064,-0.67171884,1.3918386,0.29347026,1.8992423,0.4949786,0.21230513,0.052424036,-1.9509404,-0.20181213,0,STAD
TCGA-CR-7391-01,0.49108702,0.021473356,0.3574391,-0.013527039,-0.60440177,-0.25726107,-1.0706964,-0.23979805,-0.8666404,0.35410658,-0.006993295,-0.51059836,-0.47821987,0.2761623,0.7706173,0.056003094,0.8229103,-0.15302709,0.33430296,-0.606625,-1.1419861,0.3512063,0.26044625,0.113480955,0.36996257,-0.24028891,0.30371803,-0.59589154,-0.32520494,0.8131125,1,HNSC
TCGA-CN-4736-01,0.5060211,0.024483398,0.36259764,-0.013798753,-0.62175655,-0.2657878,-1.0932548,-0.24764635,-0.88723254,0.36159575,-0.007337203,-0.51903653,-0.48919734,0.2845399,0.7880085,0.062848836,0.8408295,-0.1516893,0.34338674,-0.6236063,-1.1654713,0.36515725,0.2692541,0.11459934,0.3759272,-0.24830729,0.30371118,-0.60433483,-0.33195683,0.82702553,1,HNSC
TCGA-AY-A54L-01,2.2746596,1.1475341,-0.23816463,-0.5623251,1.5408964,0.0771528,-2.1688013,-3.5277963,-0.99027747,0.20961836,-0.057524174,-0.8760097,1.3327538,0.31603947,-0.46121395,2.129332,-2.1675692,-1.6940454,2.3627307,-1.6735243,-2.0945468,0.89018005,0.71518713,1.7217904,2.1784635,1.8161871,-0.49651694,-1.0751349,-1.8428272,1.2006632,1,COAD
TCGA-D6-6517-01,0.3917097,0.20551574,0.61107457,-0.23320118,-0.36249375,-0.037212126,-2.1447384,-0.8806357,-0.8520098,0.7625637,-0.60594,0.0764786,-0.48262194,0.1607722,1.6051356,0.3265081,0.17205039,-0.2337273,0.5065902,-0.35958564,-2.0506403,0.5751716,0.19362776,0.12523206,0.31469572,0.3084021,-0.34897324,-0.12663291,-0.7755743,1.1526212,1,HNSC
TCGA-BR-6705-01,1.1029571,0.121845245,0.36539227,-0.13411117,1.1208371,1.2498964,-1.001468,-1.140844,-1.5872002,0.57128525,-0.1504868,-1.9059348,-1.2799503,-0.18229067,0.6186625,0.1373114,0.80236113,0.36827525,1.7708049,-0.8871461,-0.102286816,-0.9673613,1.1864755,0.5094815,1.8107591,0.9479794,0.4592073,-0.29442668,-1.49304,-0.86756897,1,STAD
TCGA-CV-5976-01,0.8140168,0.16457689,0.57907176,-0.10407348,-0.9313466,-0.37920898,-2.0264761,-0.67445964,-1.3587105,0.6912521,-0.24427764,-0.49009442,-0.7452023,0.43451568,1.5099508,0.32486063,1.0071563,-0.15154722,0.6197003,-0.9225812,-2.0569398,0.7739878,0.4477654,0.14500201,0.49298573,-0.22431308,0.054033637,-0.62055206,-0.66055465,1.2791471,1,HNSC
TCGA-CR-7369-01,0.112033114,0.198372,0.58393085,-0.28153887,-0.006987326,0.16186514,-2.0175707,-0.90083915,-0.49589682,0.7328608,-0.74452996,0.36257476,-0.29572475,-0.010505237,1.508663,0.27454507,-0.29176775,-0.27609968,0.3926149,-0.009236805,-1.8677075,0.3903252,0.02670063,0.108917415,0.19923617,0.5780501,-0.5062989,0.13113044,-0.76860565,0.9962969,1,HNSC
TCGA-CV-7432-01,0.5565742,0.38168344,0.86971974,-0.39133355,-0.46553212,-0.01695668,-3.2512052,-1.452719,-1.1650674,1.1662425,-1.0308597,0.35520154,-0.6580563,0.2114811,2.462706,0.6234592,-0.0024921596,-0.26924843,0.7698845,-0.4531654,-3.0558174,0.9510794,0.28511214,0.15102199,0.3696326,0.56683004,-0.8062453,0.069486454,-1.1970339,1.6088625,1,HNSC
TCGA-LN-A49Y-01,-0.87223333,0.6391699,0.6282539,-0.9978669,1.0513822,-0.025782248,-0.3305871,-0.1807197,0.727749,0.9630191,-1.2512633,1.4306437,0.6667571,-0.34011957,0.20965207,-0.8239114,-1.3982285,-0.7709096,-0.03894761,0.5017312,-1.0895866,-0.0319265,0.9976373,0.15316647,-0.34514785,1.883297,-1.1150687,0.26481676,-1.1394486,0.78519994,1,ESCA
TCGA-D7-6522-01,1.4795299,0.119627476,0.8733395,0.1374009,1.4372452,1.4705005,-1.3733047,-1.3753748,-2.0942507,0.9957353,-0.24072203,-2.5323663,-1.7101318,0.08089873,0.44431052,-0.048961073,1.0759194,0.5223087,2.101649,-1.1264265,-0.41390607,-0.9183218,1.4305811,0.45150036,2.055293,0.8145873,0.3833364,-0.1433168,-1.8779325,-0.6384865,1,STAD
TCGA-CG-5722-01,1.0478907,0.26201063,1.6136394,0.34090966,1.6271521,1.1883276,-1.7508667,-1.4856718,-1.6235242,1.4089674,-0.5981416,-2.0853007,-1.3661932,0.16962537,0.25031665,-0.3930307,0.61337817,0.25356987,1.8095666,-0.8805449,-1.0781604,-0.41209093,1.0042862,0.104368575,1.6501747,0.8299021,-0.13454676,0.18403247,-2.0508993,0.28565133,1,STAD
TCGA-CG-5717-01,0.4050916,0.27072945,1.0608151,0.04898188,1.1471808,0.7539511,-1.2447472,-1.0966202,-0.779801,0.87987936,-0.5245359,-1.0654172,-0.6573458,-0.1257011,0.38559696,-0.22459935,0.13646083,-0.01881846,1.185819,-0.46011513,-0.7855613,-0.31016034,0.51675934,0.08139414,1.1063517,0.90015006,-0.15478918,0.06483214,-1.4538994,0.22761996,1,STAD
TCGA-CV-7406-01,-0.046485126,-0.056692526,0.21434319,-0.036506042,0.03900733,0.0738256,-0.43974444,-0.05980058,-0.14350215,0.15231045,-0.08354314,-0.12832412,-0.09452642,-0.034221753,0.2851504,-0.14367023,0.09925172,-0.21180202,0.04174416,0.024465472,-0.45411944,-0.10411869,-0.057816137,0.07606208,0.15295334,0.12160805,0.20741734,-0.23086515,-0.15542218,0.37620795,1,HNSC
TCGA-IG-A5S3-01,-0.89740473,0.28549305,0.41668957,-0.7992016,0.82887304,0.20995967,-0.32316235,-0.015629832,0.7928587,0.6535701,-1.0341216,1.1612039,0.586859,-0.47905263,0.46407068,-0.55104053,-1.0885822,-0.50816464,-0.23197737,0.51116276,-0.740118,0.0593337,0.5321922,0.09508739,-0.17492941,1.5465705,-0.812412,0.37928537,-0.8788663,0.50319237,1,ESCA
TCGA-FP-7998-01,1.1200163,0.36014596,1.8279257,0.2884498,1.9534267,1.3828871,-2.083217,-1.8041599,-1.7439692,1.6257336,-0.7447606,-2.2748394,-1.4921744,0.06822047,0.39154246,-0.42609075,0.57510674,0.2370075,2.1234684,-0.9859449,-1.2384588,-0.51136816,1.1478693,0.12880808,1.9807091,1.1722418,-0.1841811,0.19691029,-2.440682,0.2790097,1,STAD
TCGA-CG-4474-01,1.0741299,0.29727912,1.6799965,0.31592923,1.7429996,1.2607913,-1.8664749,-1.6004219,-1.6664978,1.4804494,-0.6482547,-2.152298,-1.4109967,0.1275945,0.30707726,-0.3996891,0.6000484,0.24800405,1.925235,-0.9191657,-1.1276121,-0.4545996,1.0588174,0.117551334,1.7742312,0.9591507,-0.14712906,0.18377146,-2.1897247,0.27139473,1,STAD
TCGA-BR-6456-01,1.1987498,0.15977052,0.96801245,0.13933799,1.3700308,1.2747322,-1.3582685,-1.3039988,-1.7539082,0.9938307,-0.32651895,-2.1561642,-1.4386897,0.049418386,0.4052192,-0.116634905,0.8290201,0.37954944,1.8535674,-0.9505182,-0.5458144,-0.7322929,1.1813973,0.33700234,1.7887225,0.8137883,0.22092634,-0.06870974,-1.7756579,-0.3636282,1,STAD
TCGA-CN-4740-01,0.34784144,-0.007398531,0.30795908,-0.010920813,-0.43793678,-0.17547372,-0.8543199,-0.16451852,-0.6691233,0.28227147,-0.0036945748,-0.42966026,-0.37292537,0.1958057,0.6038035,-0.009660408,0.6510316,-0.1658589,0.24717262,-0.44374275,-0.91671914,0.2173907,0.17596312,0.102753565,0.31275052,-0.16337791,0.30378363,-0.51490444,-0.26044187,0.6796614,1,HNSC
TCGA-BR-6564-01,1.3965185,0.15354532,0.36022562,-0.21057129,1.3906591,1.5670702,-1.2147602,-1.4199024,-1.9608983,0.6784296,-0.15898488,-2.352202,-1.5968093,-0.25952002,0.7865254,0.20693347,0.9926173,0.4829537,2.2159696,-1.1152798,-0.044414222,-1.2391422,1.5178169,0.6532067,2.2986176,1.2201703,0.59971815,-0.3815579,-1.8371292,-1.1857752,1,STAD
TCGA-LN-A4A6-01,-0.8797292,0.93163747,0.807921,-1.1837751,1.2547218,-0.20686002,-0.34448594,-0.3118086,0.70105857,1.2342529,-1.4626548,1.6893377,0.7500968,-0.24281064,0.021364205,-1.0604321,-1.6864299,-0.99675757,0.10696128,0.51108384,-1.3914016,-0.10205521,1.3898333,0.19723643,-0.48872703,2.2059414,-1.3866249,0.18918115,-1.3736154,1.0252625,1,ESCA
TCGA-BB-4225-01,-0.78193533,0.10575171,0.39869463,-0.36030775,1.0861342,0.74235684,-1.1924679,-0.7284143,0.6842509,0.4811968,-0.98192203,1.095504,0.3281655,-0.5375868,0.8753431,0.0003669113,-1.5925372,-0.38698775,-0.051286947,1.064794,-0.91880226,-0.3088593,-0.5040644,0.05020528,-0.16449653,1.2705754,-0.7859665,0.81379724,-0.5769551,0.3488558,1,HNSC
TCGA-F1-6177-01,0.15220448,0.7588975,3.4910192,0.6082297,2.5796897,0.8924085,-3.1062658,-2.2728496,-0.70123595,2.6057765,-1.6286249,-1.3149669,-0.74928087,0.09694672,0.14800626,-1.1511992,-0.5335254,-0.40059626,1.6918125,-0.4871121,-2.7397294,0.47954282,0.29252565,-0.584273,1.3427763,1.5553281,-1.3299296,0.87667274,-3.070394,2.211144,1,STAD
TCGA-BR-4255-01,1.3143071,0.12366244,0.61373305,-0.008116392,1.3005415,1.387009,-1.2031457,-1.2812873,-1.8698037,0.7890128,-0.19546622,-2.253663,-1.519694,-0.060443137,0.54863286,0.05244425,0.953788,0.4542313,1.973641,-1.0252516,-0.24963036,-0.9682333,1.3363978,0.49424428,1.9752272,0.90756947,0.4349125,-0.22838739,-1.7130934,-0.78450054,1,STAD
TCGA-CV-6959-11,0.30842608,-0.015342891,0.2943442,-0.0102036875,-0.3921324,-0.15296921,-0.794782,-0.14380467,-0.6147747,0.2625054,-0.0027869022,-0.4073894,-0.34395263,0.17369485,0.55790323,-0.027728304,0.6037376,-0.16938968,0.22319794,-0.39892423,-0.8547349,0.18057014,0.15271683,0.09980182,0.2970081,-0.14221513,0.3038017,-0.4926201,-0.24262172,0.6429411,0,HNSC
TCGA-CD-5799-01,0.82695425,0.4156467,2.440027,0.56102574,1.9954349,1.0940835,-2.2898045,-1.7635355,-1.4252173,1.9465826,-0.9713775,-1.9658359,-1.2524029,0.2748212,0.09904293,-0.7376405,0.2961523,0.07011657,1.7837672,-0.7864345,-1.7677332,-0.024151064,0.77912116,-0.18525743,1.5149449,0.9386616,-0.5971297,0.4975298,-2.4487786,1.0998513,1,STAD
TCGA-BR-4367-01,0.9024186,0.46803886,2.3177056,0.39501673,2.157705,1.2808063,-2.3968523,-1.9594293,-1.520146,1.9287859,-0.9900107,-2.0859325,-1.340324,0.09593108,0.3168396,-0.63435745,0.30741206,0.08294233,2.0509243,-0.8802418,-1.6661918,-0.25031313,0.9503539,-0.06273746,1.8468249,1.272729,-0.49349362,0.3894022,-2.6542516,0.8065773,1,STAD
TCGA-B7-5818-01,0.28438827,0.6668794,3.2766805,0.6372565,2.4016354,0.88918346,-2.8885324,-2.1041446,-0.83860224,2.4554102,-1.4723852,-1.4281102,-0.8384685,0.18093356,0.08289171,-1.0810138,-0.34856895,-0.2972903,1.6419864,-0.529758,-2.539949,0.42117354,0.35836485,-0.52345055,1.2956332,1.3300929,-1.1876099,0.81592184,-2.8721735,2.028947,1,STAD
TCGA-BR-4279-01,1.2496936,0.13599157,0.3831966,-0.1576868,1.2545302,1.401056,-1.1119736,-1.2754406,-1.7750895,0.6362122,-0.15787768,-2.1311393,-1.4392718,-0.20654145,0.6871299,0.1611937,0.8986293,0.42587164,1.9838035,-0.99906427,-0.08864644,-1.0874553,1.3449279,0.57172084,2.0395088,1.0649157,0.5192945,-0.32756418,-1.6627944,-1.0013762,1,STAD
TCGA-AA-3685-01,2.1388934,0.61851305,-0.3612799,-0.5033623,1.3256681,0.034114316,-1.5115595,-2.7329652,-0.6862092,0.3827858,0.056868836,-0.75500214,1.2328467,0.30809873,-0.12136148,1.8560779,-1.6788187,-1.1744015,1.8578693,-1.3965377,-1.6828976,0.70784414,0.5163954,1.0601276,1.9948717,1.6159661,-0.25300738,-1.0542538,-1.8332845,0.94566745,1,COAD
TCGA-CV-6951-01,0.4352392,0.1281232,0.5045232,-0.140476,-0.46645874,-0.13101998,-1.6936123,-0.61087734,-0.8603508,0.5908864,-0.35308093,-0.17229134,-0.4819166,0.21037394,1.2546015,0.2130112,0.44874778,-0.19951244,0.4347992,-0.4656781,-1.6694438,0.48207182,0.22276615,0.12038785,0.33865792,0.07588407,-0.07338604,-0.3256566,-0.5861228,1.0107311,1,HNSC
TCGA-CG-5721-01,0.5370294,0.47709563,2.303742,0.39406458,1.9407898,0.9775434,-2.2306917,-1.7473556,-1.0612783,1.8143982,-1.024394,-1.553095,-0.96150476,0.07648221,0.23711807,-0.68187875,0.027348299,-0.08066053,1.6382492,-0.62939566,-1.7284992,-0.013844408,0.6047438,-0.19284451,1.4147991,1.1594948,-0.64823633,0.45465618,-2.3703713,1.0929226,1,STAD
TCGA-CK-4951-01,2.1617577,0.6805369,-0.3852745,-0.43119982,1.2778667,0.10170759,-1.4986677,-2.6513388,-0.65362805,0.37573782,0.13899927,-0.7920552,1.1359296,0.28390083,-0.1049854,1.8852332,-1.623946,-1.1356475,1.8115727,-1.3723338,-1.707066,0.64888036,0.5156174,1.0314105,2.0054643,1.6075484,-0.1524196,-1.0198485,-1.8373615,0.95747495,1,COAD
TCGA-CQ-7068-01,0.45836818,0.31447142,0.76888657,-0.3380834,-0.38078272,0.0011687353,-2.818419,-1.2400694,-1.0012139,1.0105053,-0.88889587,0.2873255,-0.5678724,0.17024878,2.127544,0.5050025,0.0031979382,-0.2613627,0.65607196,-0.3726421,-2.6539319,0.78572685,0.22909953,0.13920778,0.33402842,0.5044634,-0.654531,0.029028073,-1.0375465,1.416971,1,HNSC
TCGA-BR-7722-01,1.2148201,0.24825343,1.5997411,0.34646246,1.6989754,1.3138888,-1.7979723,-1.555927,-1.8302902,1.4425842,-0.5676858,-2.3206213,-1.5343355,0.18868768,0.27460912,-0.36727652,0.7503314,0.33301386,1.9757018,-0.9897608,-1.0331445,-0.5150055,1.1549033,0.16389352,1.8238975,0.8507794,-0.056174465,0.15178019,-2.1484737,0.15012504,1,STAD
TCGA-CV-6938-01,0.5677065,0.287536,0.7375493,-0.28692153,-0.5381829,-0.1004497,-2.689806,-1.1312089,-1.1226044,0.9553557,-0.7471296,0.098134816,-0.62965643,0.24589735,2.0268323,0.47927523,0.26196924,-0.23433822,0.66672647,-0.52913564,-2.5703144,0.8118418,0.2955547,0.14278995,0.38143587,0.32688785,-0.4979377,-0.13191794,-0.9681182,1.4151405,1,HNSC
TCGA-DQ-5630-01,0.6481292,0.053126022,0.4116848,-0.016384283,-0.7868997,-0.34692568,-1.3079131,-0.3223281,-1.0831813,0.4328604,-0.010609729,-0.599332,-0.5936557,0.3642584,0.95349765,0.12799093,1.0113434,-0.1389594,0.4298252,-0.78519523,-1.3889496,0.49791026,0.35306633,0.12524155,0.43268496,-0.32460758,0.3036461,-0.6846788,-0.39620566,0.959417,1,HNSC
TCGA-L5-A43E-01,1.0222025,1.2461503,0.6828758,0.0752202,0.16868302,-1.3370129,0.16403008,-0.81908566,-1.1593802,0.49102947,0.45740834,-0.4534506,-0.32534504,1.0478358,-1.6720653,-0.58114755,0.17222527,-0.6611143,1.1890888,-0.63600105,-0.8505619,-0.5375639,1.3188636,0.5116297,-0.45289636,-0.4286264,-0.24306042,-1.1755021,-0.36505133,0.82055706,1,ESCA
TCGA-L5-A43H-01,-0.9000359,0.6792968,0.6573656,-1.0438248,1.0975698,-0.037513576,-0.3398319,-0.19357035,0.7497642,1.0147399,-1.3103683,1.500074,0.69452316,-0.34339395,0.20471883,-0.8666463,-1.4681691,-0.8100057,-0.031898405,0.5192352,-1.1431271,-0.036500443,1.058354,0.1554701,-0.36751372,1.9693588,-1.1724504,0.27242935,-1.1892445,0.8246252,1,ESCA
TCGA-CN-6989-01,0.26506835,-0.02408187,0.2793675,-0.009414831,-0.34174657,-0.1282137,-0.7292888,-0.121018946,-0.55498993,0.2407623,-0.0017884406,-0.38289094,-0.31208196,0.1493724,0.50741184,-0.04760343,0.55171317,-0.17327362,0.19682519,-0.3496228,-0.7865507,0.14006664,0.12714535,0.09655484,0.27969107,-0.11893561,0.30382156,-0.46810687,-0.22301912,0.6025479,1,HNSC
TCGA-D7-6518-01,1.2226893,0.13004287,0.42006338,-0.124515176,1.2276083,1.3587073,-1.0993004,-1.2410407,-1.7426711,0.64665383,-0.1627066,-2.093905,-1.4118022,-0.17381787,0.64412946,0.13529968,0.8832145,0.4158124,1.9258661,-0.9743046,-0.12125847,-1.0343305,1.3016527,0.5413605,1.9676669,1.0057503,0.48825634,-0.3009578,-1.6271465,-0.92703617,1,STAD
TCGA-CR-5248-01,-0.56257963,0.18313175,0.52126706,-0.40029615,0.8517693,0.64365625,-1.7227721,-0.956335,0.36189464,0.66568583,-1.084692,1.0578527,0.15433729,-0.42422828,1.2852324,0.15228808,-1.4157386,-0.37900737,0.11996418,0.8371533,-1.4368427,-0.052454546,-0.37602717,0.06975189,-0.079417735,1.2333059,-0.892156,0.7569163,-0.7566292,0.62344056,1,HNSC
TCGA-CN-5374-01,-0.31574762,0.07879487,0.38909882,-0.23755439,0.46947065,0.3794174,-1.1713073,-0.562747,0.113963135,0.44342828,-0.63640666,0.5175036,0.03138023,-0.24072912,0.8551816,0.026791185,-0.7181635,-0.30268443,0.09437318,0.45527694,-1.0209184,-0.061075464,-0.2242535,0.07374457,0.030927159,0.72677034,-0.39941278,0.30546856,-0.49424386,0.52714026,1,HNSC
TCGA-LN-A9FQ-01,-1.2021437,0.74780434,0.7494974,-1.3167907,1.3503687,0.06716923,-0.42540357,-0.16667372,1.031558,1.241015,-1.6975677,1.9413769,0.8972542,-0.5071027,0.39507043,-1.0374148,-1.8766929,-0.95388156,-0.14321437,0.70338994,-1.3499116,0.0036984198,1.2277049,0.12380631,-0.43106025,2.5137897,-1.4618104,0.45652246,-1.4422944,0.953644,1,ESCA
TCGA-CX-7086-01,0.2864493,0.25631917,0.6763402,-0.3094494,-0.19555545,0.08052052,-2.4177563,-1.0699075,-0.7500647,0.87151384,-0.81569815,0.32332313,-0.432582,0.08067577,1.8179084,0.38979757,-0.14186391,-0.26849473,0.524699,-0.1925919,-2.260935,0.58864266,0.12865077,0.1241228,0.26715806,0.53972656,-0.5792825,0.07865633,-0.9027809,1.2070472,1,HNSC
TCGA-CN-5366-01,0.5970261,0.15907118,0.558064,-0.1416169,-0.6554994,-0.22472277,-1.9280324,-0.6902599,-1.0824376,0.6682895,-0.3519131,-0.26802707,-0.6002097,0.30161712,1.4352729,0.2846015,0.6472008,-0.18443534,0.5313131,-0.6507343,-1.9152012,0.6306296,0.3182513,0.13234755,0.4034021,-0.015013672,-0.06814745,-0.42048842,-0.6552373,1.157939,1,HNSC
TCGA-A6-6650-01,2.224002,1.0974039,-0.21291998,-0.55628985,1.4668212,0.07804544,-2.0704703,-3.4140666,-0.9434499,0.1971454,-0.034327805,-0.8361169,1.3210927,0.30319804,-0.4420374,2.0864005,-2.0899227,-1.6062872,2.2668726,-1.6502721,-2.0355446,0.85565853,0.6904852,1.6569201,2.136851,1.7441494,-0.451261,-1.0629979,-1.7796227,1.147633,1,COAD
TCGA-BA-4074-01,0.22239228,0.120735586,0.48111278,-0.1751459,-0.19711038,0.018925913,-1.585129,-0.61962765,-0.5881623,0.56389993,-0.45280668,0.040365577,-0.33893874,0.08059401,1.1720973,0.17044339,0.100842744,-0.23107341,0.3458338,-0.2003277,-1.5200429,0.3383665,0.09580529,0.107788175,0.2509367,0.27636346,-0.18687814,-0.13343556,-0.5760843,0.88763034,1,HNSC
