patient,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,tumor,project
TCGA-IG-A3Y9-01,-1.4714122,0.65608716,0.7384131,-1.465962,1.4721434,0.25698116,-0.49548626,-0.07347223,1.3004185,1.3031294,-1.9366549,2.2045376,1.0368022,-0.7062794,0.6661441,-1.0675721,-2.0947063,-0.96532637,-0.32054612,0.8650136,-1.3783318,0.076899394,1.1747837,0.07201594,-0.413087,2.836611,-1.5808054,0.6627456,-1.5480984,0.94418436,1,ESCA
TCGA-A6-6780-01,2.0025847,0.9041767,-0.19606882,-0.44587427,1.2357169,0.06761314,-1.7172005,-2.8882444,-0.7512457,0.20924872,0.03265533,-0.71377945,1.1836952,0.25987074,-0.33603472,1.876843,-1.7904527,-1.325237,1.914462,-1.4418715,-1.8010552,0.73596865,0.5716396,1.3344969,1.9081732,1.5197388,-0.2922365,-0.9672346,-1.6060959,1.0279133,1,COAD
TCGA-CR-6472-01,-0.5583529,0.15029886,0.47519514,-0.3638145,0.8259898,0.6142867,-1.5270939,-0.84415716,0.37626985,0.5921582,-0.98554754,0.9678282,0.16401461,-0.4120125,1.1333039,0.10205588,-1.3229164,-0.3667775,0.084119275,0.81022227,-1.2677083,-0.100798145,-0.3721795,0.06690031,-0.07515861,1.1492752,-0.7844151,0.68634343,-0.6767845,0.556056,1,HNSC
TCGA-AA-3502-01,2.2191262,1.0032623,-0.26852775,-0.51172054,1.3700536,0.14645179,-1.8763676,-3.148728,-0.8462154,0.22668058,0.07783182,-0.8547223,1.2101352,0.27605152,-0.32066226,2.0310333,-1.8835081,-1.4095416,2.0901113,-1.580718,-1.9282411,0.7282486,0.6420209,1.4746605,2.1206539,1.683312,-0.2977588,-1.0348324,-1.7800597,1.0407356,1,COAD
TCGA-AZ-4684-01,2.159673,0.42800018,-0.45904693,-0.48593968,1.31459,0.024706734,-1.3141077,-2.496659,-0.5971418,0.48413655,0.09904763,-0.75761074,1.1984655,0.3196637,0.027154818,1.7938443,-1.534493,-1.0224802,1.7342249,-1.3047041,-1.5647489,0.6534097,0.4549243,0.82068914,1.9807785,1.616824,-0.17629346,-1.0665088,-1.9212672,0.8817337,1,COAD
TCGA-CN-4739-01,-0.18215106,0.081299216,0.40078345,-0.21347876,0.29908898,0.28359503,-1.2266057,-0.5500121,-0.055600934,0.4555775,-0.5675293,0.3784781,-0.057552554,-0.1586476,0.8970362,0.0502066,-0.49424013,-0.2821244,0.14778148,0.28732514,-1.1035633,0.025812611,-0.1444789,0.08145238,0.086149424,0.59576017,-0.3213565,0.18050154,-0.49536866,0.5998908,1,HNSC
TCGA-LN-A49P-01,-1.1308298,0.52555525,0.60203284,-1.1253963,1.1510259,0.17263554,-0.39685816,-0.079642385,0.9889113,0.9993475,-1.4631557,1.6616199,0.7938979,-0.54030377,0.4869308,-0.8324765,-1.5831844,-0.7623825,-0.22230616,0.65652925,-1.0908283,0.044618946,0.91274345,0.0994899,-0.31541753,2.1661782,-1.2061324,0.4699095,-1.2210485,0.7553163,1,ESCA
TCGA-CG-5732-01,0.91269565,0.15559164,1.3662995,0.39277694,1.2340145,0.9302275,-1.3566452,-1.103394,-1.4202762,1.1473262,-0.4399904,-1.7940165,-1.169039,0.27291226,0.08839945,-0.35923564,0.61269975,0.24693471,1.4038006,-0.72681504,-0.90416384,-0.272885,0.79602623,0.061525173,1.225368,0.4420717,-0.0990187,0.17544591,-1.5778232,0.326142,1,STAD
TCGA-CN-4729-01,0.32244676,0.17833734,0.5684978,-0.21759523,-0.2901922,-0.008243553,-1.9608243,-0.79934525,-0.7485771,0.6981452,-0.56540203,0.081225365,-0.4266927,0.12578082,1.4629278,0.27428645,0.12337634,-0.23528135,0.4493858,-0.2895097,-1.8727405,0.48994857,0.15330957,0.11880189,0.28804106,0.31350702,-0.3066627,-0.11422895,-0.71217835,1.0601068,1,HNSC
TCGA-D7-6822-01,0.09030521,0.42212084,1.6829644,0.16179092,1.4177799,0.6161766,-1.6557589,-1.3088495,-0.4494917,1.262396,-0.8537883,-0.77678627,-0.4294969,-0.120722085,0.31405303,-0.4867876,-0.2450613,-0.237629,1.0876999,-0.30828753,-1.3381455,0.022586666,0.24625361,-0.16496915,0.93601775,1.0741,-0.5617962,0.30749148,-1.7362359,0.9052878,1,STAD
TCGA-L5-A4OF-11,0.8079897,1.0068119,0.57256234,0.059048027,0.15279962,-1.0809137,0.115014605,-0.669551,-0.9262193,0.3884594,0.38266456,-0.3858533,-0.2591374,0.8313802,-1.3459775,-0.47222877,0.15789323,-0.5430341,0.9629471,-0.51016045,-0.7034119,-0.43863234,1.0547571,0.44476268,-0.35734576,-0.34869418,-0.18645202,-0.96555257,-0.3188274,0.6775023,0,ESCA
TCGA-CN-5360-01,-0.11792832,-0.10127681,0.1470724,-0.0024465478,0.10333187,0.090461574,-0.15076168,0.08025644,-0.026887283,0.048696402,0.0070313667,-0.16648631,-0.030555401,-0.06547754,0.06140086,-0.22316831,0.09216006,-0.20758212,-0.036135703,0.08587653,-0.18425292,-0.21771696,-0.098737724,0.06787294,0.12672287,0.08670185,0.303997,-0.25157127,-0.049861684,0.24573871,1,HNSC
TCGA-BR-6457-01,1.3426269,0.14824477,0.3549475,-0.20100707,1.3414851,1.5110977,-1.1744157,-1.370167,-1.8919603,0.6552873,-0.15646484,-2.2696238,-1.5383536,-0.24972582,0.7604248,0.19748703,0.9573333,0.46181735,2.1371534,-1.0740451,-0.050369322,-1.194061,1.4591792,0.62975436,2.2136707,1.1760409,0.57702243,-0.36874342,-1.7746454,-1.1350706,1,STAD
TCGA-L5-A4OM-01,-0.9314738,0.58491105,0.6050246,-1.0096892,1.0550752,0.037505783,-0.34462544,-0.14477184,0.79084754,0.9455516,-1.2802126,1.4595025,0.6882798,-0.39582106,0.29191232,-0.8033204,-1.413601,-0.7473746,-0.09538707,0.5367287,-1.0610652,-0.007485274,0.9405179,0.13651484,-0.32454967,1.9180858,-1.1102608,0.31958753,-1.1360157,0.7553565,1,ESCA
TCGA-CN-4725-01,0.9319117,0.16973805,0.59354746,-0.08603042,-1.079875,-0.4614076,-2.0929782,-0.6732441,-1.5101156,0.70860094,-0.19219014,-0.6051023,-0.8248028,0.5060876,1.560628,0.35009468,1.1970737,-0.13444193,0.6701972,-1.0688552,-2.145272,0.8552453,0.51804537,0.15208146,0.54149246,-0.33276236,0.113476396,-0.72485805,-0.66871,1.349596,1,HNSC
TCGA-D7-6526-01,0.38540938,0.40267193,1.9364146,0.3224954,1.5992273,0.78790927,-1.8539294,-1.4444466,-0.83438605,1.4950706,-0.8716245,-1.2367858,-0.7494504,0.04807478,0.21460131,-0.57325363,-0.012219261,-0.10577553,1.3306208,-0.4910949,-1.4703746,0.0039680824,0.45048326,-0.16720968,1.1330197,0.9739361,-0.55563486,0.37287322,-1.9633582,0.9594196,1,STAD
TCGA-IN-7806-01,0.6573856,0.2975153,1.5059364,0.24176437,1.4461939,0.93032014,-1.5954652,-1.331666,-1.13097,1.2466981,-0.63917696,-1.5156758,-0.96343786,0.044402834,0.2793482,-0.3832257,0.2924773,0.069514014,1.4628105,-0.6340562,-1.0773315,-0.26432803,0.6905901,0.024157323,1.3190731,0.8756755,-0.24988407,0.19370547,-1.8126376,0.44413352,1,STAD
TCGA-L5-A43M-01,0.74647063,0.938077,0.5408818,0.054403592,0.14823812,-1.0073653,0.10093803,-0.62660664,-0.8592586,0.35900265,0.36119917,-0.36644024,-0.24012344,0.769217,-1.2523296,-0.44094875,0.15377724,-0.509123,0.8980022,-0.47402075,-0.6611523,-0.4102205,0.97890925,0.42555937,-0.3299049,-0.32573873,-0.17019483,-0.9052579,-0.3055525,0.6364188,1,ESCA
TCGA-A6-A567-01,2.124308,0.40455067,-0.46853665,-0.501689,1.3104144,0.03754498,-1.2879186,-2.4573069,-0.59902954,0.47837368,0.09530637,-0.76882386,1.1665149,0.31187332,0.053779796,1.7377396,-1.477682,-0.9926599,1.7083125,-1.2839516,-1.5117207,0.6185117,0.4444669,0.812206,1.954125,1.601099,-0.18446746,-1.0488025,-1.903665,0.8297065,1,COAD
TCGA-LN-A49N-01,-1.3544669,0.5317238,0.64305973,-1.3000181,1.307972,0.27826604,-0.45839912,-0.039547447,1.2026709,1.1261572,-1.7188698,1.9503434,0.93197405,-0.6770197,0.6574083,-0.92330384,-1.8429979,-0.83483523,-0.32748428,0.7921181,-1.1984508,0.085272685,0.97866714,0.069178864,-0.34070402,2.521838,-1.3798313,0.61847234,-1.3734584,0.814537,1,ESCA
TCGA-BB-4224-01,0.33868212,0.18840724,0.5836978,-0.22526814,-0.30484813,-0.012073539,-2.0261245,-0.8309632,-0.7750407,0.72155255,-0.58580285,0.08973688,-0.44120654,0.13290173,1.5134869,0.2922566,0.12514892,-0.23621857,0.4670134,-0.30350596,-1.9337447,0.5156676,0.16261147,0.12065706,0.29400665,0.3212894,-0.32841262,-0.10964857,-0.73601687,1.089625,1,HNSC
TCGA-CG-5723-01,0.5277691,0.35820365,1.7121063,0.26241916,1.545875,0.88123834,-1.7423347,-1.4148526,-0.99135697,1.3725417,-0.761064,-1.388508,-0.86526245,0.023823466,0.27362463,-0.46790838,0.13774325,-0.018698521,1.4293664,-0.57287526,-1.2666744,-0.15527156,0.5893811,-0.058601253,1.2661004,0.9685499,-0.3938261,0.27214834,-1.9167215,0.6717334,1,STAD
TCGA-CQ-5330-01,0.6221452,0.047888786,0.40270934,-0.015911527,-0.75670373,-0.33208984,-1.2686634,-0.30867273,-1.0473526,0.41982985,-0.010011356,-0.58465016,-0.57455575,0.3496821,0.9232384,0.11607987,0.98016536,-0.14128703,0.41402015,-0.75564915,-1.3480873,0.47363675,0.3377415,0.12329565,0.42230695,-0.31065628,0.30365798,-0.6699881,-0.38445792,0.9352095,1,HNSC
TCGA-CG-4306-01,0.7136985,0.4443033,2.0751352,0.3090618,1.9384607,1.1230512,-2.1602151,-1.7726038,-1.2629309,1.7072984,-0.92213154,-1.7606393,-1.116881,0.024034914,0.33718145,-0.5617994,0.19244535,0.016398989,1.8123369,-0.7432951,-1.5161761,-0.22178915,0.79342705,-0.059284918,1.6338408,1.2231768,-0.46653014,0.33649498,-2.3876262,0.7496449,1,STAD
TCGA-CV-7183-01,0.6595025,0.32995683,0.80300903,-0.31455117,-0.6300409,-0.13372034,-2.971947,-1.2606828,-1.2635251,1.0551053,-0.8197131,0.10849607,-0.70621,0.2904017,2.2451077,0.558399,0.30980423,-0.23453052,0.74984044,-0.6178049,-2.8394911,0.9347263,0.34873194,0.15191397,0.41627342,0.33565807,-0.57448566,-0.1354013,-1.0676732,1.5513045,1,HNSC
TCGA-QG-A5Z2-01,2.191298,0.8776292,-0.30144122,-0.48676604,1.3378937,0.11377539,-1.7394469,-2.9763262,-0.7764161,0.28170043,0.08626026,-0.8172532,1.2028147,0.28320062,-0.25158,1.9778183,-1.804914,-1.3183616,1.9929281,-1.506379,-1.849352,0.7158261,0.5951533,1.3138112,2.0722318,1.6521463,-0.25824186,-1.0346632,-1.7948469,1.0189538,1,COAD
TCGA-BA-5558-01,0.62432885,0.2667672,0.7116976,-0.25302497,-0.62391967,-0.15853176,-2.582292,-1.0516726,-1.1813776,0.9114801,-0.65362144,-0.017583191,-0.6590638,0.28706622,1.9429212,0.45538962,0.41374353,-0.21794379,0.6644663,-0.6146574,-2.4914231,0.8147786,0.3302437,0.1440036,0.40650696,0.21837443,-0.39502993,-0.22907053,-0.91561145,1.3997525,1,HNSC
TCGA-LN-A49K-01,-1.2018639,0.5030416,0.6001347,-1.1657844,1.1842904,0.22164641,-0.41541436,-0.05581752,1.0596429,1.0172698,-1.5273949,1.7324756,0.83116406,-0.5922611,0.5573249,-0.8417755,-1.6423055,-0.76668733,-0.2682271,0.6991939,-1.1000417,0.06351827,0.9010267,0.086086825,-0.31149745,2.2531278,-1.2390529,0.523848,-1.250278,0.7541908,1,ESCA
TCGA-CN-4737-01,0.51696336,0.026688859,0.36637735,-0.013997838,-0.6344725,-0.27203536,-1.1097833,-0.2533968,-0.9023205,0.3670831,-0.007589186,-0.52521926,-0.4972406,0.29067817,0.80075103,0.067864746,0.8539591,-0.15070911,0.35004246,-0.6360486,-1.1826792,0.3753792,0.27570754,0.115418784,0.38029754,-0.25418237,0.30370617,-0.61052126,-0.33690396,0.8372196,1,HNSC
TCGA-CR-7404-01,-0.353208,0.11595222,0.4392453,-0.2853946,0.54069954,0.43658298,-1.3829069,-0.69489515,0.1388016,0.5250443,-0.7672612,0.6549839,0.04194831,-0.27480966,1.0197353,0.07886094,-0.8795774,-0.32176945,0.12257443,0.5272376,-1.1953118,-0.026665956,-0.24814504,0.07514405,0.01255323,0.85539997,-0.5423956,0.41714275,-0.58581644,0.5869026,1,HNSC
TCGA-CV-6961-01,0.17949559,-0.041329496,0.24980888,-0.007857911,-0.24230295,-0.0793552,-0.6000288,-0.076048106,-0.43699625,0.19784911,0.00018216344,-0.33453977,-0.24918061,0.1013686,0.40775985,-0.0868298,0.44903547,-0.18093915,0.14477487,-0.25231943,-0.6519797,0.060127243,0.07667643,0.09014646,0.24551347,-0.07299016,0.30386075,-0.41972643,-0.18433067,0.5228262,1,HNSC
TCGA-BA-5153-01,-0.79867786,0.14035007,0.44649422,-0.4012156,1.1291146,0.78230387,-1.3949633,-0.8485779,0.6845614,0.55807793,-1.0934118,1.2037566,0.32606062,-0.55807686,1.0326637,0.05150315,-1.7115475,-0.4018474,-0.018164515,1.108773,-1.0906315,-0.26555073,-0.51546603,0.052522868,-0.17408173,1.3717344,-0.9074173,0.900126,-0.66154873,0.4136597,1,HNSC
TCGA-CV-7255-01,0.7347326,0.20220941,0.6273371,-0.16081747,-0.8059979,-0.2910375,-2.2283177,-0.814871,-1.2815435,0.77189255,-0.40040484,-0.30581474,-0.7072708,0.3743707,1.6672649,0.3715502,0.77236044,-0.17751178,0.63261765,-0.7972145,-2.2120314,0.78315085,0.39884895,0.1441069,0.45722777,-0.05161289,-0.11741325,-0.46720672,-0.7548314,1.3188004,1,HNSC
TCGA-B7-5816-01,0.85808325,0.4199373,2.23079,0.4316764,1.994691,1.1736692,-2.2362893,-1.797343,-1.4510288,1.8308744,-0.9231882,-1.9825624,-1.2705762,0.15530857,0.23487464,-0.6284149,0.31916168,0.0867083,1.8820083,-0.8213694,-1.6031518,-0.18399033,0.8666645,-0.08550834,1.665012,1.0906361,-0.4818766,0.39320403,-2.4581878,0.8373606,1,STAD
TCGA-IG-A3I8-11,-0.50016725,0.099637076,0.23711903,-0.3812768,0.4315588,0.13281445,-0.20676652,-0.007596545,0.43342626,0.26855126,-0.45853207,0.4993355,0.294496,-0.29718482,0.27735588,-0.24998714,-0.45982766,-0.24576788,-0.13458028,0.26744443,-0.3704947,0.029905006,0.18171321,0.12194671,-0.044598535,0.728879,-0.3448532,0.16364199,-0.4710702,0.25552726,0,ESCA
TCGA-LN-A4A8-01,-0.6774504,0.7124376,0.64049447,-0.89422375,0.96798414,-0.16746046,-0.2801711,-0.25127605,0.53245944,0.9244096,-1.083116,1.2461762,0.56767523,-0.19362631,0.008968645,-0.80762565,-1.2471415,-0.7679218,0.09286943,0.38492998,-1.0760905,-0.08657162,1.0451553,0.19169827,-0.3615296,1.6571335,-1.0352836,0.11373014,-1.0683371,0.79768115,1,ESCA
TCGA-CG-5726-01,0.49145445,0.6259661,3.1440356,0.61949635,2.4132173,1.0265629,-2.8511503,-2.1257772,-1.0836122,2.4110475,-1.3824253,-1.6902071,-1.0299175,0.19569156,0.1190903,-1.0074304,-0.15521644,-0.18557858,1.8076533,-0.655047,-2.3935924,0.26584098,0.5431455,-0.42326927,1.482194,1.3166429,-1.0401006,0.74038947,-2.9042535,1.778291,1,STAD
TCGA-BA-6869-01,-0.0799682,0.21062773,0.58951056,-0.33334717,0.24770254,0.31226623,-2.0332048,-0.97298723,-0.2617134,0.7510063,-0.89023024,0.60362744,-0.17393029,-0.13310435,1.5223377,0.26544857,-0.65488696,-0.31122613,0.33393964,0.24255282,-1.8316696,0.290065,-0.08858697,0.09933114,0.118662104,0.8048181,-0.66919196,0.34282243,-0.80547005,0.9253119,1,HNSC
TCGA-BR-4369-01,0.42817137,0.12500174,0.4378317,-0.055948522,0.7010338,0.6446126,-0.7014913,-0.71063906,-0.74421906,0.41133592,-0.22359654,-0.9293676,-0.5829921,-0.13741711,0.38396618,-0.0062993,0.2956225,0.069830425,0.94767386,-0.41014308,-0.29036963,-0.44485298,0.5068214,0.21843773,0.9217193,0.6230092,0.12339529,-0.11996772,-0.94164836,-0.20739637,1,STAD
TCGA-CR-6467-01,-0.81657916,0.116847426,0.41223794,-0.3792981,1.137593,0.7766042,-1.2485828,-0.7716051,0.7211772,0.5044228,-1.0343864,1.1621125,0.34676966,-0.56230456,0.91917974,0.012485325,-1.6812009,-0.39645153,-0.05174187,1.1160611,-0.958662,-0.31315774,-0.5252236,0.04931116,-0.17971303,1.3330568,-0.8437753,0.86997724,-0.6051698,0.35485882,1,HNSC
TCGA-CV-7095-01,0.70236117,0.21992025,0.65035355,-0.18653153,-0.75336546,-0.25316036,-2.324799,-0.8801665,-1.2514431,0.8100853,-0.47106153,-0.22447157,-0.6926737,0.34912816,1.7424178,0.3942461,0.6703837,-0.18893827,0.6405667,-0.744487,-2.2875948,0.79053336,0.37878215,0.14396206,0.4424489,0.024593286,-0.19491684,-0.39984852,-0.7990171,1.3399571,1,HNSC
TCGA-BA-5559-01,-0.24588898,-0.06593332,0.18913792,-0.06646855,0.28990698,0.2124447,-0.32419735,-0.060119838,0.11288675,0.121818766,-0.17013586,0.06486645,0.040301584,-0.15512699,0.19705516,-0.18714228,-0.220637,-0.2405535,-0.044247884,0.27153304,-0.30204868,-0.24234891,-0.17666501,0.064040005,0.07094954,0.3037948,0.10851318,-0.055480152,-0.14038745,0.25597027,1,HNSC
TCGA-CG-5720-01,1.1124876,0.38654003,2.356799,0.5461454,2.0952375,1.3114532,-2.335814,-1.8686459,-1.7740369,1.9640968,-0.8992962,-2.356547,-1.5335566,0.28833768,0.16003028,-0.66809255,0.53646874,0.20983681,2.0660295,-0.9724434,-1.6448987,-0.22677979,1.0442444,-0.06425094,1.8201436,0.98369575,-0.43573028,0.419361,-2.5902324,0.8133991,1,STAD
TCGA-CQ-6224-01,0.43898153,0.010971226,0.3394408,-0.012579028,-0.54385024,-0.22751099,-0.9919896,-0.21241517,-0.7947937,0.3279766,-0.0057933875,-0.48115718,-0.43991908,0.24693266,0.70993894,0.032118052,0.76038957,-0.15769465,0.30260935,-0.54737675,-1.0600455,0.302531,0.2297156,0.10957888,0.34915173,-0.21231261,0.3037419,-0.56643254,-0.30164742,0.76456976,1,HNSC
TCGA-CR-5243-01,-0.57179075,0.120124474,0.43179682,-0.33376095,0.82459086,0.59997964,-1.3420379,-0.74381644,0.4112724,0.5237381,-0.9043184,0.9039642,0.1843163,-0.41152355,0.9897624,0.05335784,-1.2674904,-0.35831803,0.044622082,0.8074622,-1.1032474,-0.15598929,-0.3790002,0.06331077,-0.078429356,1.0898237,-0.69655776,0.63834566,-0.6040473,0.4853822,1,HNSC
TCGA-CR-5249-01,-0.46427608,0.124444366,0.44445208,-0.31688663,0.6889002,0.5247087,-1.4003642,-0.7413941,0.2734298,0.5386907,-0.85567725,0.7980758,0.111871116,-0.34614012,1.0341765,0.075771004,-1.0932865,-0.3425827,0.09023173,0.67381287,-1.1817837,-0.082486734,-0.31489247,0.069730535,-0.034163937,0.98998404,-0.64111125,0.5424403,-0.61054564,0.5488092,1,HNSC
TCGA-D7-6527-01,0.95769715,0.24109292,1.5742112,0.36034435,1.5099071,1.079493,-1.645324,-1.3691237,-1.5042076,1.3437095,-0.5742083,-1.9361678,-1.2618037,0.1960375,0.19433054,-0.40125215,0.565695,0.2242041,1.6508176,-0.80504376,-1.0634495,-0.3334569,0.8983139,0.06731159,1.4807614,0.7203737,-0.16042,0.20006895,-1.9053597,0.35895622,1,STAD
TCGA-EI-6917-01,-1.3463993,2.042269,1.3238207,0.44312516,1.6112647,1.4364811,-1.0345014,-0.64659405,0.06774785,-0.5474657,-2.298219,0.799218,-1.2013625,2.6423023,-0.56582487,-1.804932,-0.8433004,1.8903383,1.3951865,0.04251854,-1.6661887,1.8971971,-0.2504311,0.94934165,0.7964374,0.89462376,-0.43718615,0.8548026,-1.1634234,0.34810987,1,READ
TCGA-CV-7263-01,0.38961953,0.0010220557,0.3223901,-0.011680929,-0.48648685,-0.19932729,-0.9174269,-0.18647407,-0.72672987,0.30322245,-0.004656658,-0.45326614,-0.40363488,0.219242,0.6524554,0.009490594,0.70116067,-0.16211645,0.2725845,-0.49124795,-0.9824191,0.25641853,0.20060293,0.10588224,0.3294366,-0.18580928,0.3037645,-0.5385246,-0.27933025,0.71858287,1,HNSC
TCGA-CG-5733-11,1.4321566,0.0927386,1.1354494,0.33740118,1.3786165,1.3247439,-1.3887618,-1.2676661,-2.048,1.1241738,-0.2796327,-2.4877546,-1.6710443,0.2772983,0.2193599,-0.20012349,1.060197,0.5073198,1.9078484,-1.0625161,-0.6191647,-0.6725442,1.2852432,0.3052541,1.7829707,0.5256463,0.23061892,0.0042214617,-1.7937193,-0.2635616,0,STAD
TCGA-BR-4267-01,0.61416423,0.46408463,2.1480978,0.32267383,1.9345794,1.0552682,-2.1818845,-1.7624527,-1.1457914,1.7343271,-0.96769875,-1.636084,-1.0255889,0.021512803,0.31495532,-0.6015666,0.09923811,-0.03756339,1.7308912,-0.6826995,-1.5935327,-0.14163187,0.7024928,-0.11103674,1.5403599,1.2249002,-0.54182774,0.37688613,-2.3738723,0.8799374,1,STAD
TCGA-CV-7428-01,0.37620616,0.1883871,0.5859587,-0.2177206,-0.3531525,-0.039566748,-2.037316,-0.82492894,-0.82223314,0.7233401,-0.56432515,0.048805535,-0.465911,0.15616792,1.5218736,0.2977128,0.18992844,-0.23018917,0.4811894,-0.3511548,-1.953182,0.5389492,0.18504731,0.12275393,0.30957246,0.28273556,-0.30417415,-0.14621343,-0.73457664,1.1085268,1,HNSC
TCGA-L5-A4ON-01,0.9969297,1.217913,0.669861,0.0733122,0.16680908,-1.3067982,0.15824723,-0.8014435,-1.1318718,0.47892824,0.44859007,-0.44547546,-0.31753385,1.0222983,-1.6335933,-0.56829727,0.17053437,-0.6471831,1.1624086,-0.62115437,-0.8332011,-0.52589196,1.2877043,0.50374067,-0.44162327,-0.41919595,-0.23638175,-1.1507322,-0.3595978,0.8036794,1,ESCA
TCGA-L5-A4OE-01,0.68547446,1.1927075,0.70638114,-0.14905916,0.36247942,-1.1383398,0.07390899,-0.7302898,-0.83025783,0.62466013,0.11591553,-0.07217119,-0.13433976,0.820114,-1.3737386,-0.6677923,-0.15898328,-0.72225094,0.99864864,-0.43287823,-0.9486009,-0.46100718,1.3344179,0.45631343,-0.46033412,0.040193237,-0.4475601,-0.93450934,-0.5453687,0.85862416,1,ESCA
TCGA-CN-6998-01,0.90575874,0.30652013,0.7849623,-0.23972684,-0.96148103,-0.33279732,-2.9055986,-1.1419365,-1.5592543,1.0145003,-0.6101036,-0.22075129,-0.85949147,0.44989994,2.1916318,0.558113,0.79563713,-0.18676284,0.81629413,-0.9458133,-2.8454375,1.0513365,0.4969074,0.16348322,0.5202048,0.026077978,-0.3408772,-0.42253423,-1.0016601,1.6260067,1,HNSC
TCGA-L5-A4OG-11,0.39786944,0.5485876,0.36136222,0.028085664,0.12239013,-0.5906,0.021172278,-0.38326013,-0.4798221,0.19208434,0.23956421,-0.25643516,-0.13237986,0.41696608,-0.7216679,-0.26369882,0.13045385,-0.3169642,0.5299885,-0.269233,-0.42168638,-0.24922326,0.5491131,0.31674278,-0.17440982,-0.19566037,-0.07807267,-0.5635947,-0.23032963,0.40361738,0,ESCA
TCGA-A6-2683-11,1.8493377,-0.12862137,-0.4960374,-0.60173225,1.2720416,-0.18548314,-0.85543996,-2.0136788,-0.4621874,0.6119035,-0.080114394,-0.57167375,1.2698151,0.35714594,0.24692757,1.3618883,-1.2344879,-0.74785006,1.440087,-1.05161,-1.0985471,0.6352815,0.2797473,0.39939335,1.6741912,1.446358,-0.31222627,-1.0563229,-1.8300644,0.6290712,0,COAD
TCGA-CV-6939-11,-0.12873589,-0.10345513,0.14333925,-0.0022499138,0.115891285,0.09663225,-0.13443655,0.085936114,-0.011985056,0.043276604,0.0072802478,-0.16037971,-0.022611164,-0.071540274,0.04881513,-0.22812247,0.07919219,-0.20855024,-0.042709496,0.09816564,-0.16725701,-0.22781305,-0.10511179,0.067063585,0.12240635,0.09250461,0.30400196,-0.24546097,-0.044975452,0.23567012,0,HNSC
TCGA-CV-6948-01,-0.11580853,0.071402445,0.39086592,-0.18943228,0.20757797,0.22709563,-1.1872394,-0.50585353,-0.13312289,0.43659228,-0.5005039,0.2804561,-0.09748755,-0.114630885,0.86594653,0.04458064,-0.35402107,-0.26799506,0.16159841,0.19660485,-1.0864689,0.051666006,-0.104415625,0.08423222,0.114422485,0.50366145,-0.2469615,0.09589441,-0.46888864,0.61243,1,HNSC
TCGA-BR-4187-01,1.3451585,0.14305067,0.42051148,-0.15454316,1.3400236,1.4900849,-1.1887795,-1.356835,-1.898712,0.69280493,-0.16665326,-2.2803535,-1.5441107,-0.20420384,0.7121877,0.16295058,0.9627356,0.46368948,2.1103666,-1.0692084,-0.09906718,-1.1457012,1.4389676,0.60009426,2.1692646,1.1168625,0.54557943,-0.33597755,-1.7704093,-1.0565625,1,STAD
TCGA-CV-7429-01,0.40206587,0.030144438,0.36424345,-0.04079162,-0.4844635,-0.18513599,-1.0958734,-0.28339964,-0.759854,0.36923158,-0.08335239,-0.39105886,-0.42288432,0.21844587,0.79087424,0.056414336,0.64676476,-0.17036495,0.31050673,-0.48792,-1.1408737,0.30936044,0.20687307,0.109317385,0.33237636,-0.1278938,0.2186332,-0.4916911,-0.34955102,0.7865286,1,HNSC
TCGA-BR-6801-01,0.79676473,0.34183744,1.6350486,0.22993553,1.6679072,1.1055993,-1.8105578,-1.5446506,-1.3218025,1.3970337,-0.70484084,-1.7626377,-1.1341321,0.013362732,0.35719636,-0.39638138,0.35417882,0.108035706,1.7261122,-0.7553638,-1.1532946,-0.36564776,0.85289913,0.06410701,1.5908105,1.0589525,-0.2400617,0.19137767,-2.0837457,0.38339615,1,STAD
TCGA-CN-6018-01,0.5583971,0.048037037,0.39902925,-0.028857479,-0.67457086,-0.28529152,-1.2503343,-0.31931132,-0.9672476,0.41704923,-0.046834897,-0.5148169,-0.53262967,0.31012282,0.9095214,0.10698715,0.86981714,-0.1515702,0.39006734,-0.67462564,-1.3156614,0.4342618,0.29962158,0.11974406,0.39585412,-0.24488199,0.2621156,-0.6076389,-0.38718137,0.9033394,1,HNSC
TCGA-CN-4730-01,0.33988124,0.2469278,0.6663481,-0.28854072,-0.27013814,0.033879347,-2.3775291,-1.0295179,-0.8116484,0.85303295,-0.75753087,0.24068075,-0.46420628,0.116541766,1.7862539,0.3830663,-0.02523145,-0.2566152,0.5342069,-0.26659065,-2.2397537,0.6072595,0.1609747,0.12622806,0.29003748,0.46210265,-0.5148213,0.007638648,-0.87800616,1.2141384,1,HNSC
TCGA-D6-6826-01,0.25014275,0.049077332,0.38169038,-0.09180881,-0.27721614,-0.05873888,-1.1636441,-0.37185252,-0.580093,0.4043297,-0.22584845,-0.176296,-0.3300182,0.11873882,0.84469837,0.063520074,0.33538416,-0.20140842,0.27461183,-0.28262275,-1.1605527,0.24436556,0.11527909,0.10260075,0.26791638,0.07395541,0.06020233,-0.3054937,-0.40113544,0.7499156,1,HNSC
