,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,tumor,project
TCGA-CG-4437-01,0.5972823,0.517821,0.34706306,0.538628,0.37707937,0.45830113,0.31068844,0.54266125,0.62087536,0.4285342,0.54931426,0.74181867,0.5327457,0.4514398,0.460792,0.41910195,0.41873032,0.39898542,0.42384195,0.59465146,0.55418426,0.5927705,0.42167217,0.80337095,0.34525675,0.6082656,0.76863563,0.68857116,0.5445265,0.563877,1,STAD
TCGA-CG-4440-01,0.40624437,0.29858622,0.16948804,0.3657858,0.55811304,0.63492024,0.45830643,0.3862331,0.4579596,0.21905224,0.37191838,0.9441383,0.36580464,0.23886666,0.6457592,0.6228012,0.59351027,0.5955676,0.6107348,0.7938949,0.69030994,0.41198254,0.5994884,0.66191554,0.5117582,0.4298038,0.678555,0.49632734,0.37677005,0.38103917,1,STAD
TCGA-CG-4441-01,0.52978426,0.37018993,0.25495172,0.5024712,0.42615855,0.51306796,0.31064552,0.52428216,0.5928087,0.3124273,0.44808412,0.9325538,0.46946386,0.3396219,0.5180354,0.5021486,0.46425635,0.47365424,0.4814092,0.68053615,0.59162116,0.53837156,0.46715462,0.81600976,0.37473083,0.55990756,0.78249884,0.611705,0.50939125,0.5080682,1,STAD
TCGA-CG-4442-01,0.4458913,0.3651795,0.20712605,0.38905606,0.53214353,0.6123961,0.45484203,0.40267766,0.47057033,0.27418342,0.38475418,0.79016244,0.38701636,0.29762858,0.6151686,0.5683757,0.57050544,0.5624062,0.5798055,0.74684656,0.6738845,0.4373896,0.5752462,0.65454364,0.49697202,0.45182228,0.6297066,0.52184963,0.39487624,0.41106254,1,STAD
TCGA-CG-4443-01,0.2833071,0.3590895,0.10180082,0.17329538,0.75673103,0.81975865,0.76940095,0.0786787,0.22521807,0.2189306,0.53114885,0.4602602,0.19413863,0.25037995,0.81880915,0.77860415,0.773789,0.72986424,0.78541416,0.86683613,0.8686378,0.24426286,0.7882095,0.34913972,0.74299276,0.24752703,0.36359683,0.41707277,0.17441356,0.21126582,1,STAD
TCGA-CG-4444-01,0.27375728,0.13588251,0.04407748,0.25418448,0.71701026,0.7942517,0.6163864,0.20209399,0.31052834,0.09733155,0.380894,0.7436809,0.18882453,0.14329678,0.79188013,0.81786215,0.72770727,0.7573723,0.76348263,0.8983897,0.81232,0.2666933,0.7393615,0.51163805,0.6638299,0.28309458,0.4766443,0.36034328,0.25258294,0.2368613,1,STAD
TCGA-CG-4449-01,0.10009595,0.060142778,0.03847242,0.10897446,0.8878668,0.9110303,0.8084056,0.068095535,0.15089284,0.044538744,0.40556532,0.6242442,0.048350736,0.057604328,0.92210615,0.9451028,0.8790215,0.86809224,0.90554804,0.97211015,0.95147955,0.119555905,0.8820492,0.34096816,0.84395075,0.14492087,0.3476152,0.2314901,0.11297818,0.08407381,1,STAD
TCGA-CG-4460-01,0.023693375,0.06612,0.075769626,0.03150624,0.97525346,0.9684652,0.92409027,0.051581815,0.054365188,0.026978597,0.22618547,0.4257909,0.01648274,0.025599033,0.98056996,0.94755656,0.9638976,0.9471375,0.97467566,0.98936516,0.9780343,0.03390701,0.9631245,0.18273112,0.9522644,0.04800441,0.1565235,0.08529219,0.031983733,0.017388526,1,STAD
TCGA-CG-4462-01,0.26256973,0.22431108,0.065484904,0.22560325,0.7201847,0.7970524,0.6686621,0.14745003,0.2856704,0.14321657,0.4749381,0.566667,0.1739609,0.18461058,0.79715186,0.8040994,0.74615085,0.7147689,0.7635631,0.89290273,0.8889388,0.26398265,0.75454926,0.4998577,0.6896206,0.2787498,0.4452997,0.4115076,0.22074887,0.22523661,1,STAD
TCGA-CG-4465-01,0.60681826,0.4051711,0.4071875,0.6002798,0.3703727,0.41905653,0.23285931,0.6475115,0.66938126,0.4244409,0.5050831,0.95468754,0.57010835,0.4283194,0.42642146,0.42859244,0.3770805,0.43125314,0.4065665,0.54502416,0.4113081,0.611969,0.37923884,0.81327474,0.30766135,0.63994515,0.8647504,0.63502157,0.6198856,0.59139794,1,STAD
