,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,tumor,project
TCGA-BR-6565-01,0.63542616,0.39177585,0.6458493,0.3370924,0.37426388,0.35112602,0.37047315,0.64746404,0.60630494,0.32992214,0.36077225,0.6201654,0.3733667,0.6675401,0.6199915,0.31443393,0.35652578,0.6457714,0.61277205,0.37593693,0.3476025,0.3868549,0.6087698,0.39388555,0.3796845,0.6041627,0.36930072,0.3994016,0.57578844,0.6078385,0.37504482,0.39142704,0.6664961,0.6406057,0.36752075,0.6482325,0.62435627,0.65682566,0.3818329,0.688221,0.39081985,0.70469826,0.3474555,0.31191385,0.601635,0.37814295,0.6149425,0.40003484,0.34272164,0.6497868,1,STAD
TCGA-D7-6520-01,0.2265075,0.8436671,0.26970464,0.702027,0.7801637,0.72472286,0.7821781,0.26666528,0.17274153,0.68505967,0.7621584,0.19930755,0.7748635,0.30355632,0.20302555,0.64570415,0.7421013,0.2617756,0.18048973,0.8024144,0.69031245,0.81908125,0.1546153,0.8383757,0.80005324,0.14614433,0.7722302,0.85985684,0.97820765,0.16126049,0.80370814,0.8346538,0.3237155,0.2534986,0.7685151,0.27069247,0.18779321,0.28345266,0.8217586,0.36591974,0.8246329,0.39199555,0.7192872,0.65289414,0.14464536,0.79231006,0.18193302,0.88133043,0.7066402,0.28102082,1,STAD
TCGA-HU-A4H0-01,0.83822817,0.16099334,0.8269874,0.17151856,0.17091423,0.17089814,0.16391963,0.83241,0.8316449,0.17451346,0.16369843,0.83079493,0.17341644,0.8407437,0.8312954,0.17178786,0.1705916,0.831978,0.8290537,0.16116506,0.1853571,0.16985142,0.8380454,0.16326833,0.16713709,0.83736646,0.16937476,0.16639501,0.27555263,0.8346367,0.16496754,0.17250568,0.82431847,0.8253173,0.16985452,0.8336588,0.83725476,0.8395694,0.15738261,0.82411003,0.17015469,0.83220726,0.16969836,0.16367567,0.8370596,0.17198104,0.83388066,0.13785839,0.17275882,0.82187885,1,STAD
TCGA-CG-5730-11,0.51647544,0.5237551,0.53429437,0.44426543,0.49479824,0.4609998,0.49122268,0.5342153,0.48303688,0.43743086,0.47755075,0.49683833,0.49082297,0.55997854,0.49787542,0.4122324,0.47136885,0.5317395,0.48593798,0.49987245,0.45015353,0.51142305,0.47932422,0.5208545,0.5038223,0.47137886,0.4898011,0.5364653,0.6991499,0.4796932,0.49852657,0.5194769,0.5640735,0.5255789,0.48521835,0.53566194,0.5009518,0.54229176,0.5072969,0.58680916,0.51614004,0.61240464,0.4576391,0.41067237,0.4688734,0.49878275,0.490918,0.5387374,0.45225638,0.5402065,0,STAD
TCGA-BR-6705-01,0.4239537,0.6266099,0.4509427,0.52293116,0.5854185,0.5461813,0.5848145,0.4480734,0.38250142,0.511001,0.56863785,0.4006629,0.5814392,0.481722,0.40184572,0.48322725,0.5556077,0.44572777,0.38896927,0.59705734,0.52074873,0.61004865,0.3734651,0.6232439,0.6000734,0.36656702,0.5805592,0.64092207,0.80487865,0.37699255,0.59594214,0.620173,0.49051905,0.44062918,0.57609445,0.45190585,0.40146905,0.46100304,0.6102113,0.52125,0.61405534,0.54527014,0.53993684,0.48588532,0.36386412,0.59277976,0.39179093,0.65284646,0.5308989,0.45919508,1,STAD
TCGA-D7-6522-01,0.0426044,0.9745332,0.055439845,0.93814075,0.95803905,0.9413333,0.9571879,0.054363385,0.026949339,0.9322257,0.953765,0.032794505,0.95815676,0.06873529,0.03690607,0.9206394,0.94731057,0.054098144,0.029326845,0.96812624,0.93461454,0.9693299,0.019136231,0.9724248,0.9651122,0.020459652,0.95693547,0.97478735,0.6937792,0.021315046,0.9666493,0.97593784,0.06988412,0.05216852,0.95697546,0.057464585,0.029535532,0.061122123,0.972976,0.08595064,0.97168773,0.08978456,0.9430376,0.9240918,0.021295767,0.96106744,0.029587854,0.95768976,0.9369788,0.059415802,1,STAD
TCGA-CG-5722-01,0.1721163,0.8592849,0.19119667,0.7911681,0.8343115,0.80798644,0.83343863,0.18872078,0.14445117,0.7835036,0.82456005,0.1572166,0.83235323,0.21191312,0.15707237,0.7613117,0.8158194,0.18823756,0.1475992,0.8431524,0.7905178,0.84928846,0.13532725,0.8613469,0.84333336,0.13210729,0.8305001,0.86557007,0.788354,0.13993225,0.83865935,0.8548051,0.21903646,0.18368204,0.82685876,0.19002639,0.15728278,0.19391622,0.8500757,0.23923996,0.85361356,0.25613713,0.8021531,0.7664404,0.13383341,0.8386994,0.14908734,0.8662195,0.7958162,0.19611152,1,STAD
TCGA-CG-5717-01,0.47531575,0.5712961,0.49733567,0.47893703,0.5362748,0.50011307,0.5340366,0.49609703,0.43700403,0.4701116,0.51874083,0.4545362,0.53237146,0.5251317,0.45415488,0.44131827,0.51074606,0.49346954,0.44071436,0.5423386,0.4816574,0.55670816,0.43150547,0.5693987,0.5464291,0.42177993,0.5305064,0.5840285,0.7597948,0.43408635,0.5413874,0.56493086,0.5322604,0.48593342,0.52527946,0.49701065,0.45681864,0.50444525,0.55221033,0.5581722,0.56140375,0.5854389,0.4928248,0.44273406,0.42080092,0.54317755,0.44520554,0.59319127,0.48694676,0.5027134,1,STAD
TCGA-FP-7998-01,0.7722305,0.23895252,0.7749061,0.21731502,0.23319072,0.22304493,0.22984523,0.7769305,0.75684065,0.21408254,0.22516644,0.7620035,0.23540348,0.7910796,0.7631727,0.20680499,0.22490185,0.7763472,0.758953,0.23333603,0.22556317,0.24069607,0.7591206,0.23977035,0.23616898,0.75834715,0.23183501,0.24622416,0.40410107,0.7573519,0.2330597,0.24481452,0.7832518,0.771304,0.23171598,0.7797412,0.7654389,0.7863187,0.23576564,0.79487276,0.24136835,0.80349296,0.221915,0.20445657,0.7558175,0.23604327,0.76169395,0.23544773,0.22012568,0.77370733,1,STAD
TCGA-CG-4474-01,0.59661406,0.4251129,0.6134735,0.37116474,0.40700835,0.3869918,0.40410984,0.61006,0.57241625,0.36160004,0.39920396,0.58304,0.4088232,0.6296754,0.5852131,0.34879076,0.39249313,0.61028475,0.57990927,0.41638392,0.37654388,0.42215884,0.5681246,0.4283926,0.41687298,0.5683949,0.40427226,0.43657166,0.5845484,0.57016027,0.41361445,0.42774302,0.63506424,0.6072413,0.40319228,0.61064017,0.58618385,0.6200749,0.42315882,0.6574688,0.42628247,0.66465575,0.3839594,0.34833896,0.56371295,0.40824354,0.57747746,0.43821633,0.37942713,0.6159219,1,STAD
